iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
1,39.998,11,2,315167015.882,2.324937,3818506.797088,215356.016556,3812429.139740,140350032.417
2,106.258,12,8,231013890.980,1.487417,865278.924229,160691.854596,850226.878299,63213407.759
3,166.400,6,10,217653830.268,1.344943,324128.585994,88256.130441,311881.701448,56605313.326
4,263.204,13,15,212571927.045,1.249904,194635.937208,41598.188662,190138.735540,55110044.164
5,364.618,20,12,211273340.192,1.160534,89467.438210,27971.581326,84982.428407,54250915.543
6,474.183,10,20,210521052.641,1.134022,67020.723654,17794.352767,64615.310947,53953746.238
7,607.385,20,20,210332902.711,1.121663,42894.683514,9955.541998,41723.387414,54056924.428
8,740.605,20,20,210269756.603,1.115372,26752.219023,5225.364336,26236.935611,54182386.537
9,874.133,20,20,210241357.448,1.112242,21293.882623,4627.482597,20784.990786,54260208.680
10,1007.460,20,20,210225909.325,1.110566,14426.904586,3045.870655,14101.710814,54210060.707
11,1140.696,20,20,210216223.949,1.108751,13085.825074,2917.099453,12756.541406,54210424.688
12,1274.169,20,20,210209860.243,1.108354,10761.366072,2112.028768,10552.077247,54210232.389
13,1407.558,20,20,210205471.667,1.107408,9276.133226,2006.778222,9056.461162,54210640.064
14,1540.783,20,20,210202342.362,1.107135,6156.697037,1590.431988,5947.725993,54201998.147
15,1674.078,20,20,210200010.917,1.106680,7025.177430,1476.332393,6868.301142,54206009.007
16,1807.390,20,20,210198243.875,1.106505,4733.213355,1234.136702,4569.487418,54202961.648
17,1940.635,20,20,210196865.892,1.106274,5548.004190,1115.136789,5434.778785,54206890.100
18,2073.943,20,20,210195781.169,1.106138,3849.031514,981.964704,3721.664804,54204205.644
19,2207.352,20,20,210194905.695,1.105994,4453.207933,877.925699,4365.811192,54205128.090
20,2340.763,20,20,210194197.370,1.105903,3185.232305,800.478744,3083.008047,54204063.808
21,2473.977,20,20,210193613.175,1.105829,3692.173804,665.044851,3631.785063,54205949.180
22,2607.098,20,20,210193131.460,1.105757,2712.876179,666.248748,2629.792724,54204526.708
23,2740.371,20,20,210192726.105,1.105699,3077.151790,544.034181,3028.677921,54204834.228
24,2873.562,20,20,210192386.341,1.105654,2334.180608,561.327795,2265.680961,54204429.011
25,3006.786,20,20,210192096.530,1.105616,2621.246506,453.283811,2581.756579,54205295.061
