iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
1,4600.247,0,0,238150227.784,1.033880,189113.722637,189113.722637,0.000000,46459088.608
2,9126.350,0,0,217377360.531,1.055428,107561.076020,107561.076020,0.000000,48940648.943
3,13642.155,0,0,212160360.580,1.075742,59443.165010,59443.165010,0.000000,51061245.948
4,18157.947,0,0,210736927.168,1.088700,32224.583945,32224.583945,0.000000,52429931.463
5,22679.920,0,0,210342216.795,1.096255,17258.937965,17258.937965,0.000000,53233500.553
6,27165.305,0,0,210232395.238,1.100458,9178.636390,9178.636390,0.000000,53682301.377
7,31647.200,0,0,210201825.997,1.102738,4862.298149,4862.298149,0.000000,53926314.369
8,36156.793,0,0,210193317.345,1.103959,2570.322039,2570.322039,0.000000,54057091.020
9,40646.130,0,0,210190948.868,1.104608,1357.222763,1357.222763,0.000000,54126646.086
10,45123.376,0,0,210190289.330,1.104951,716.264708,716.264708,0.000000,54163490.313
11,51910.581,0,0,210190105.519,1.105133,377.915610,377.915610,0.000000,54182965.473
12,60334.640,0,0,210190054.212,1.105229,199.392636,199.392636,0.000000,54193248.054
13,67411.072,0,0,210190039.852,1.105279,105.220624,105.220624,0.000000,54198673.864
14,71905.471,0,0,210190035.813,1.105306,55.548854,55.548854,0.000000,54201536.002
15,76367.255,0,0,210190034.668,1.105320,29.348911,29.348911,0.000000,54203045.543
16,80865.193,0,0,210190034.339,1.105327,15.528038,15.528038,0.000000,54203841.632
17,85333.470,0,0,210190034.242,1.105331,8.235620,8.235620,0.000000,54204261.447
18,89813.479,0,0,210190034.212,1.105333,4.386121,4.386121,0.000000,54204482.830
19,94311.747,0,0,210190034.203,1.105335,2.352302,2.352302,0.000000,54204599.572
