iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
1,25.216,40,54,11568579.404,0.937867,21343.807313,17250.828731,12568.493097,3451679.918
2,88.383,76,152,9396767.402,0.886469,16504.313713,15644.125608,5258.679025,2861571.837
3,165.490,90,185,7958036.287,0.872917,14402.296942,13869.796655,3880.064170,2434565.292
4,235.385,84,165,7150643.967,0.867332,13014.370246,12674.760064,2953.690951,2281663.625
5,300.691,81,152,6599307.414,0.862380,11899.989292,11673.223953,2312.052704,2208458.816
6,339.118,84,66,6198192.312,0.858157,11032.079422,10880.848318,1820.416507,2172232.205
7,405.394,78,157,5893087.406,0.854895,10293.179753,10175.491547,1552.069974,2147041.182
8,443.325,84,64,5654300.634,0.852333,9687.019443,9599.151851,1301.779332,2130069.656
9,508.579,78,154,5463562.753,0.850275,9093.634780,9024.049074,1122.823146,2117185.852
10,545.498,84,62,5308547.919,0.848638,8600.848182,8546.292445,967.199512,2107882.012
11,610.163,81,151,5180955.975,0.847307,8113.360300,8068.749446,849.645657,2100492.799
12,647.558,87,61,5074649.623,0.846226,7684.720801,7649.034184,739.736338,2094997.221
13,691.021,82,84,4985787.331,0.845311,7276.573007,7246.131340,664.902494,2091479.784
14,756.226,82,152,4909935.586,0.844619,6885.672046,6860.070905,593.217252,2087387.205
15,793.471,88,60,4845432.085,0.844027,6540.999018,6518.539972,541.576211,2084454.070
16,836.046,88,76,4790425.864,0.843515,6205.479071,6185.700436,495.056174,2082614.079
17,905.819,88,162,4742655.682,0.843107,5873.138350,5856.363897,443.571849,2080214.668
18,943.371,90,61,4701470.196,0.842784,5587.658581,5572.679796,408.862211,2078439.972
19,981.951,88,68,4665959.460,0.842497,5305.009643,5291.697716,375.583003,2077395.822
20,1050.719,90,162,4634812.416,0.842272,5020.369294,5008.458942,345.610868,2076033.998
21,1088.660,90,61,4607707.469,0.842088,4775.262062,4764.667607,317.915636,2074951.683
22,1129.174,91,68,4584148.480,0.841936,4532.784215,4523.454856,290.669752,2074319.016
23,1199.006,90,161,4563360.500,0.841795,4289.480290,4280.968433,270.093382,2073491.936
24,1238.697,97,62,4545161.027,0.841703,4079.398184,4071.994160,245.668679,2072809.367
25,1278.760,91,68,4529265.950,0.841610,3870.462378,3863.581193,230.693272,2072425.921
26,1351.108,91,168,4515166.312,0.841535,3661.117390,3654.873208,213.734370,2071889.020
27,1390.830,99,62,4502776.512,0.841486,3479.376336,3473.711732,198.460298,2071449.166
28,1430.048,91,68,4491922.683,0.841433,3299.563695,3294.400083,184.522824,2071215.968
29,1504.517,101,169,4482265.351,0.841396,3119.700230,3115.083891,169.652211,2070882.535
30,1546.522,104,64,4473755.567,0.841361,2963.344509,2959.045991,159.554081,2070598.895
31,1588.613,98,69,4466281.302,0.841341,2807.831202,2804.073281,145.220848,2070454.741
32,1665.392,103,174,4459617.565,0.841321,2652.312485,2648.750603,137.410915,2070247.014
33,1707.412,104,65,4453736.053,0.841304,2517.998911,2514.854875,125.791397,2070060.538
34,1750.696,104,69,4448558.799,0.841293,2384.868429,2381.837814,120.191727,2069973.538
35,1825.775,103,169,4443940.949,0.841283,2252.948458,2250.071471,113.820609,2069850.159
36,1869.358,111,65,4439857.625,0.841269,2136.795588,2134.224997,104.780952,2069735.876
37,1913.320,104,76,4436258.854,0.841270,2020.740544,2018.500296,95.125714,2069687.417
38,1994.091,116,178,4433040.163,0.841255,1908.126834,1905.896553,92.229851,2069602.544
39,2038.570,113,67,4430193.033,0.841257,1808.688953,1806.563447,87.659803,2069524.166
40,2086.411,113,78,4427681.305,0.841257,1709.792636,1707.906541,80.287647,2069495.483
41,2170.464,116,190,4425432.809,0.841256,1614.557199,1612.778280,75.770494,2069437.462
42,2215.805,115,69,4423442.356,0.841256,1529.544944,1527.925845,70.358724,2069388.093
43,2263.493,117,76,4421685.887,0.841254,1445.035397,1443.444581,67.786723,2069373.871
44,2348.875,117,193,4420112.753,0.841258,1363.434512,1361.965425,63.275983,2069342.249
45,2398.015,121,76,4418718.135,0.841256,1290.705814,1289.524828,55.201585,2069308.818
46,2448.880,117,84,4417486.911,0.841260,1218.729683,1217.443894,55.967914,2069301.827
47,2535.418,120,194,4416383.196,0.841262,1150.148747,1149.020674,50.927713,2069280.240
48,2585.901,127,76,4415404.371,0.841261,1088.106932,1087.073946,47.401814,2069259.090
49,2640.257,126,89,4414539.310,0.841263,1026.943467,1025.902084,46.236323,2069255.638
50,2729.588,123,200,4413763.372,0.841269,968.984224,967.926826,45.255797,2069241.868
51,2781.627,129,78,4413074.606,0.841270,916.125366,915.213497,40.864898,2069227.697
52,2838.697,130,95,4412465.507,0.841271,864.199064,863.382151,37.567046,2069225.029
53,2929.558,132,200,4411918.629,0.841275,816.205516,814.929719,45.617962,2069216.003
54,2984.233,135,84,4411432.860,0.841278,770.473355,769.773200,32.839175,2069207.052
55,3045.978,142,102,4411002.928,0.841281,726.751403,726.096757,30.839931,2069204.671
56,3138.199,137,200,4410616.632,0.841284,685.921032,685.091949,33.714741,2069198.392
57,3194.629,143,85,4410273.212,0.841287,647.592168,646.986169,28.009166,2069191.280
58,3287.701,142,200,4409966.900,0.841290,611.383652,610.313530,36.157496,2069186.485
59,3344.894,146,85,4409693.812,0.841292,576.565792,576.037348,24.679683,2069180.859
60,3438.784,145,200,4409450.261,0.841295,543.943367,543.288950,26.674004,2069176.143
61,3497.958,146,90,4409232.854,0.841297,513.138633,512.676572,21.771295,2069170.450
62,3592.376,147,200,4409038.799,0.841300,484.004227,483.401141,24.154266,2069167.218
63,3652.751,150,92,4408865.430,0.841302,456.585883,456.203336,18.686498,2069161.020
64,3748.881,154,200,4408710.456,0.841304,430.825786,430.298696,21.304713,2069156.959
65,3810.529,154,93,4408571.824,0.841306,406.089380,405.723809,17.227183,2069151.494
66,3907.721,158,200,4408447.794,0.841308,383.205735,382.664083,20.367496,2069147.398
67,3974.083,160,98,4408336.686,0.841310,361.089506,360.760369,15.413883,2069142.058
68,4074.084,163,200,4408237.141,0.841311,340.831481,340.323006,18.610469,2069137.199
69,4142.176,164,101,4408147.838,0.841313,320.996818,320.709911,13.568720,2069131.511
70,4243.631,166,200,4408067.677,0.841315,303.073675,302.612618,16.710943,2069126.276
71,4343.455,170,200,4407995.050,0.841316,285.929570,285.387538,17.597506,2069118.508
72,4413.314,177,102,4407930.103,0.841318,269.018305,268.803291,10.753556,2069112.771
73,4512.811,175,200,4407871.885,0.841319,254.103258,253.699933,14.311169,2069106.845
74,4613.875,182,200,4407818.943,0.841321,239.637401,239.226902,14.020465,2069099.039
75,4715.780,180,200,4407771.079,0.841323,225.975952,225.553028,13.818912,2069091.667
76,4818.464,184,200,4407727.857,0.841324,212.905365,212.625509,10.912722,2069084.353
77,4921.837,188,200,4407688.781,0.841326,200.693463,200.413775,10.591735,2069076.899
78,5026.550,192,200,4407653.407,0.841327,189.260207,188.971700,10.446172,2069069.005
79,5131.214,192,200,4407621.320,0.841328,178.481228,178.171496,10.510311,2069061.488
80,5237.741,198,200,4407592.175,0.841329,168.310034,168.030189,9.701706,2069053.564
81,5344.174,196,200,4407565.646,0.841330,158.604405,158.361861,8.768024,2069045.991
82,5450.970,199,200,4407541.462,0.841331,149.482728,149.245762,8.413598,2069038.316
83,5555.436,200,200,4407519.372,0.841332,140.928852,140.692948,8.150817,2069030.328
84,5659.954,200,200,4407499.151,0.841333,132.937459,132.713600,7.711571,2069022.148
85,5763.781,200,200,4407480.599,0.841334,125.284969,125.037984,7.862953,2069014.366
86,5866.474,200,200,4407463.553,0.841334,118.231951,117.938041,8.331427,2069006.245
87,5971.121,200,200,4407447.848,0.841335,111.444682,111.220804,7.060446,2068998.131
88,6075.678,200,200,4407433.348,0.841335,105.106435,104.849500,7.344720,2068990.081
89,6180.277,200,200,4407419.931,0.841335,99.071469,98.818630,7.073497,2068981.663
90,6284.496,200,200,4407407.481,0.841335,93.456431,93.175687,7.238497,2068973.402
91,6388.989,200,200,4407395.906,0.841336,88.170116,87.923567,6.589057,2068965.251
92,6493.329,200,200,4407385.119,0.841336,83.175299,82.900674,6.753421,2068956.963
93,6597.573,200,200,4407375.042,0.841336,78.431990,78.164391,6.473415,2068948.600
94,6701.899,200,200,4407365.602,0.841336,74.004279,73.719934,6.481097,2068940.376
95,6805.910,200,200,4407356.742,0.841335,69.876405,69.617103,6.014233,2068931.939
96,6910.328,200,200,4407348.402,0.841335,65.877189,65.600863,6.027506,2068923.744
97,7014.549,200,200,4407340.537,0.841335,62.184051,61.888604,6.054497,2068915.544
98,7119.283,200,200,4407333.102,0.841334,58.719058,58.410666,6.010154,2068907.290
99,7223.952,200,200,4407326.057,0.841334,55.431757,55.109144,5.971755,2068898.979
100,7326.503,200,200,4407319.366,0.841333,52.361939,51.972233,6.376498,2068891.051
