iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
36,263.364,4,20,31856921.171,1.356867,142.417333,8.415901,142.168454,8095546.877
37,272.597,20,20,31856916.488,1.356865,176.980087,8.927019,176.754801,8095161.040
38,280.250,11,20,31856912.236,1.356867,129.315552,7.505156,129.097578,8095483.809
39,287.229,7,20,31856908.359,1.356863,163.406847,7.987145,163.211529,8095141.437
40,293.691,4,20,31856904.814,1.356865,118.037750,6.834234,117.839737,8095444.977
41,300.156,4,20,31856901.571,1.356862,148.414880,6.548603,148.270336,8095137.061
42,306.609,4,20,31856898.594,1.356864,108.276054,5.769977,108.122205,8095394.390
43,313.077,4,20,31856895.856,1.356864,138.238142,5.925336,138.111094,8095145.987
44,322.120,19,20,31856893.326,1.356861,99.596078,5.437768,99.447521,8095346.186
45,329.784,11,20,31856890.985,1.356860,136.570614,5.703364,136.451472,8095132.880
46,336.777,7,20,31856888.826,1.356861,91.496813,4.952670,91.362672,8095325.358
47,343.595,6,20,31856886.832,1.356861,125.550119,5.142642,125.444752,8095129.972
48,350.065,4,20,31856884.988,1.356862,84.586356,4.578501,84.462352,8095310.649
49,356.539,4,20,31856883.283,1.356856,111.965004,4.428927,111.877373,8095101.965
50,363.523,7,20,31856881.700,1.356861,78.562806,4.145127,78.453378,8095280.142
51,372.411,18,20,31856880.208,1.356861,119.366084,4.247109,119.290502,8095128.906
52,379.945,10,20,31856878.824,1.356862,72.391276,3.792041,72.291889,8095257.994
53,386.934,7,20,31856877.532,1.356856,115.968281,3.951810,115.900930,8095099.016
54,393.763,6,20,31856876.331,1.356862,67.134877,3.461621,67.045573,8095248.596
55,400.762,7,20,31856875.214,1.356861,104.090503,3.566700,104.029378,8095135.846
56,407.737,7,20,31856874.176,1.356863,63.360774,3.009135,63.289279,8095242.881
57,415.070,9,20,31856873.203,1.356857,99.067536,3.412863,99.008733,8095090.540
58,422.049,7,20,31856872.298,1.356864,60.020791,3.021995,59.944666,8095240.983
59,429.020,7,20,31856871.452,1.356859,90.660161,2.840141,90.615663,8095109.636
60,438.269,20,20,31856870.660,1.356863,56.405214,2.717331,56.339722,8095228.191
61,446.124,12,20,31856869.879,1.356866,119.277387,2.799247,119.244535,8095149.602
62,449.378,7,6,31856869.598,1.356862,34.762212,1.178224,34.742239,8095082.244
63,458.617,20,20,31856868.132,1.356837,151.176011,2.063224,151.161931,8094955.799
64,463.661,17,6,31856867.216,1.356868,41.175701,2.358449,41.108102,8095235.718
65,471.329,11,20,31856866.280,1.356865,83.221647,1.755595,83.203128,8095263.756
66,476.570,17,7,31856865.739,1.356858,22.647072,1.564379,22.592977,8095100.654
67,484.594,13,20,31856864.806,1.356867,145.759806,3.269301,145.723137,8095104.748
68,488.447,12,5,31856864.319,1.356859,42.153133,1.419506,42.129226,8095021.391
69,497.147,17,20,31856863.902,1.356844,48.293142,2.387138,48.234108,8094934.632
70,504.650,10,20,31856863.536,1.356861,32.134544,2.129684,32.063895,8095058.442
71,511.641,7,20,31856863.209,1.356856,35.755505,1.923051,35.703754,8095059.066
72,518.647,7,20,31856862.907,1.356861,30.018658,1.422360,29.984941,8095077.632
73,526.152,10,20,31856862.624,1.356853,32.750133,1.292565,32.724616,8095001.177
74,534.875,17,20,31856862.357,1.356861,28.238907,1.122943,28.216570,8095084.430
75,542.744,12,20,31856862.105,1.356855,31.412845,1.004333,31.396785,8095017.360
76,550.245,10,20,31856861.866,1.356860,26.922333,0.932578,26.906176,8095089.312
77,559.282,19,20,31856861.640,1.356855,30.283173,0.823868,30.271964,8095014.370
78,567.816,16,20,31856861.425,1.356860,25.827312,0.799441,25.814936,8095088.915
79,575.484,11,20,31856861.222,1.356856,29.176325,0.731044,29.167165,8095019.819
80,583.154,11,20,31856861.028,1.356860,24.785932,0.678684,24.776639,8095089.180
81,591.861,17,20,31856860.845,1.356857,28.132156,0.681730,28.123894,8095023.409
82,600.068,14,20,31856860.670,1.356859,23.783483,0.673247,23.773952,8095088.400
83,607.919,12,20,31856860.504,1.356857,27.105590,0.650521,27.097783,8095028.290
84,615.940,13,20,31856860.347,1.356859,22.818810,0.621678,22.810340,8095086.968
85,624.163,14,20,31856860.197,1.356857,26.122469,0.606614,26.115425,8095032.420
86,632.368,14,20,31856860.054,1.356859,21.918372,0.584275,21.910583,8095086.233
87,640.568,14,20,31856859.918,1.356858,25.176030,0.584426,25.169245,8095036.224
88,648.748,14,20,31856859.788,1.356859,20.977068,0.564970,20.969459,8095083.977
89,656.603,12,20,31856859.665,1.356858,24.257800,0.589369,24.250639,8095039.674
90,664.417,11,20,31856859.547,1.356858,20.120059,0.565296,20.112116,8095082.105
91,672.110,11,20,31856859.435,1.356858,23.360072,0.538632,23.353862,8095043.729
92,680.148,13,20,31856859.328,1.356858,19.294340,0.559119,19.286237,8095080.018
93,688.162,13,20,31856859.226,1.356858,22.497755,0.530832,22.491492,8095046.961
94,696.186,13,20,31856859.128,1.356858,18.491640,0.516922,18.484414,8095077.914
95,704.037,12,20,31856859.035,1.356858,21.660177,0.528764,21.653722,8095049.468
96,711.706,11,20,31856858.947,1.356858,17.731615,0.519097,17.724015,8095076.456
97,719.380,11,20,31856858.862,1.356858,20.851897,0.495176,20.846016,8095052.254
98,727.228,12,20,31856858.781,1.356857,17.004160,0.504532,16.996673,8095074.719
99,734.912,11,20,31856858.703,1.356858,20.081043,0.512740,20.074496,8095054.501
100,742.628,11,20,31856858.629,1.356857,16.307098,0.460986,16.300581,8095073.191
