iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
54,51.175,5,3,444816.624,0.852249,270.921965,234.031331,136.484603,194076.315
55,51.861,6,4,444754.038,0.852234,276.666034,249.861530,118.799453,194059.144
56,53.207,4,20,444600.974,0.852310,311.306044,243.508554,193.945965,193775.228
57,55.516,20,20,444358.960,0.852496,280.001756,230.911302,158.369676,193185.194
58,57.280,20,9,444193.064,0.852556,255.106061,225.841304,118.637295,192972.006
59,57.963,6,4,444144.920,0.852573,211.730228,195.443371,81.434504,192967.960
60,58.709,7,4,444104.995,0.852601,211.529744,190.429538,92.094646,192956.212
61,59.981,3,20,444013.592,0.852672,217.444671,165.080814,141.529183,192766.923
62,62.279,20,20,443855.782,0.852770,220.599535,174.837508,134.521377,192400.046
63,64.115,20,10,443744.629,0.852804,190.712866,168.796318,88.764860,192246.909
64,65.040,10,4,443710.346,0.852824,168.301856,153.592336,68.810677,192222.732
65,66.374,4,20,443646.763,0.852880,186.082946,143.797786,118.106137,192074.392
66,68.670,20,20,443539.608,0.852928,173.060256,143.496852,96.739370,191857.711
67,70.952,20,20,443447.048,0.852983,179.653835,146.780764,103.590095,191667.919
68,73.196,20,20,443365.071,0.853010,159.052370,132.676512,87.718867,191507.010
69,75.455,20,20,443289.614,0.853076,152.972105,122.558793,91.541286,191367.665
70,77.754,20,20,443224.454,0.853089,144.016325,117.867545,82.752304,191242.091
71,80.006,20,20,443165.406,0.853136,133.070870,105.588140,80.987660,191133.389
72,82.269,20,20,443113.666,0.853159,129.248801,104.039889,76.687378,191035.585
73,84.514,20,20,443067.624,0.853189,118.944495,94.533803,72.188315,190951.050
74,86.813,20,20,443027.042,0.853220,112.906202,89.223422,69.188088,190876.617
75,89.093,20,20,442990.484,0.853236,103.908005,81.077789,64.986658,190809.269
76,91.357,20,20,442957.675,0.853271,102.000565,77.457365,66.366194,190744.968
77,93.626,20,20,442928.100,0.853279,93.258778,71.823315,59.486226,190694.053
78,95.903,20,20,442901.352,0.853320,89.762334,69.495425,56.812520,190638.282
79,98.178,20,20,442876.835,0.853325,83.900109,63.797427,54.489600,190598.083
80,100.463,20,20,442854.434,0.853360,80.869168,61.573176,52.426771,190548.649
81,102.761,20,20,442833.745,0.853371,77.362222,57.107737,52.188311,190515.559
82,105.040,20,20,442814.639,0.853401,72.608206,53.480371,49.110095,190472.711
83,107.330,20,20,442796.968,0.853413,70.286720,52.216867,47.049143,190445.041
84,109.619,20,20,442780.703,0.853445,66.661657,48.243504,46.003703,190408.057
85,111.912,20,20,442765.268,0.853454,65.444669,44.872608,47.638784,190383.984
86,114.203,20,20,442751.250,0.853488,59.942973,40.735634,43.974630,190353.088
87,116.466,20,20,442738.092,0.853494,56.000018,39.377251,39.817510,190329.867
88,118.749,20,20,442725.879,0.853526,55.583779,37.912079,40.647642,190302.960
89,121.051,20,20,442714.303,0.853529,54.314423,37.308211,39.473458,190282.982
90,123.308,20,20,442703.506,0.853562,50.244949,33.212281,37.702776,190259.300
91,125.559,20,20,442693.339,0.853567,49.243068,31.735796,37.652609,190240.686
92,127.833,20,20,442683.768,0.853594,46.635959,29.520908,36.103028,190220.191
93,130.173,20,20,442674.704,0.853599,45.790074,29.142874,35.318887,190202.634
94,132.459,20,20,442666.115,0.853624,46.928658,27.230884,38.220124,190184.346
95,134.730,20,20,442657.933,0.853627,43.919458,27.371910,34.346723,190167.329
96,137.004,20,20,442650.175,0.853650,41.205712,26.251364,31.761244,190150.319
97,139.617,20,20,442642.719,0.853652,44.965777,25.991470,36.692840,190135.549
98,141.965,20,20,442635.560,0.853671,42.159016,27.536344,31.923852,190119.162
99,144.307,20,20,442628.688,0.853677,39.033322,25.549835,29.509426,190105.378
100,146.612,20,20,442622.139,0.853692,39.081078,22.696938,31.814771,190090.371
