iter,time,#cg,#ls,obj,test_loss,|G|,|G_U|,|G_V|,loss
1,0.229,3,0,2826747.811,1.690385,55939.289297,38088.632833,40969.014339,1274183.898
2,0.472,4,0,2026316.450,1.210512,15979.686193,7227.396414,14251.845912,649080.687
3,0.857,8,0,1908260.633,1.071536,5168.846485,2309.847340,4624.021978,507987.792
4,1.376,11,0,1894941.400,1.049188,1555.175988,712.240800,1382.492459,487092.642
5,2.232,20,0,1892467.174,1.042612,742.212498,466.083397,577.620688,480918.791
6,3.088,20,0,1892232.363,1.042517,782.761767,355.519770,697.367677,480742.908
7,3.714,14,1,1891757.181,1.042234,194.447046,109.258681,160.848358,480491.488
8,4.563,20,0,1891608.906,1.041529,193.252056,107.331879,160.705398,479787.493
9,5.422,20,0,1891586.357,1.041477,156.407665,73.769884,137.917954,479747.895
10,6.277,20,1,1891560.519,1.041460,39.922393,20.152985,34.462366,479732.254
11,7.129,20,0,1891535.945,1.041329,79.554951,36.641343,70.614462,479556.646
12,7.782,15,0,1891532.893,1.041360,53.230955,29.582089,44.254204,479599.454
13,8.642,20,1,1891529.895,1.041350,17.875296,7.717229,16.123604,479587.401
14,9.496,20,0,1891527.853,1.041315,34.809607,16.322356,30.745559,479550.813
15,10.356,20,0,1891527.342,1.041326,31.835782,16.308036,27.341635,479563.660
16,11.215,20,1,1891526.307,1.041331,7.786050,2.564701,7.351523,479569.353
17,12.062,20,0,1891524.952,1.041350,19.563758,8.970493,17.385939,479579.810
18,12.916,20,0,1891524.606,1.041341,17.437749,8.266466,15.353847,479574.777
19,13.662,17,1,1891524.355,1.041338,6.127149,2.606975,5.544875,479570.561
20,14.514,20,0,1891524.139,1.041343,9.775723,4.797753,8.517413,479576.333
21,15.367,20,0,1891524.016,1.041337,8.476473,3.658174,7.646460,479569.500
22,16.228,20,0,1891523.955,1.041337,7.722275,3.517563,6.874611,479570.695
23,17.081,20,0,1891523.901,1.041337,8.375703,3.698058,7.515102,479569.662
24,17.937,20,0,1891523.859,1.041336,7.780703,3.730490,6.828088,479569.010
25,18.792,20,0,1891523.825,1.041336,8.057234,3.779429,7.115823,479568.898
26,19.654,20,0,1891523.797,1.041337,8.336426,4.268795,7.160544,479570.507
27,20.513,20,1,1891523.722,1.041336,2.460097,0.690774,2.361124,479569.200
28,21.362,20,0,1891523.451,1.041338,12.773941,5.956442,11.300193,479571.185
29,21.868,11,0,1891523.376,1.041339,8.755364,4.571319,7.467225,479570.802
30,22.410,12,0,1891523.353,1.041334,7.173999,3.855444,6.049944,479566.149
31,23.037,14,1,1891523.312,1.041335,1.688532,0.829659,1.470648,479567.416
32,23.898,20,0,1891523.275,1.041336,4.523430,2.353251,3.863111,479568.412
33,24.757,20,0,1891523.253,1.041335,2.709277,1.365248,2.340144,479567.706
34,25.616,20,0,1891523.249,1.041335,2.424326,1.241979,2.082029,479567.735
35,26.471,20,0,1891523.246,1.041335,2.590265,1.275693,2.254347,479567.659
36,27.324,20,0,1891523.243,1.041335,2.547989,1.327132,2.175079,479567.149
37,28.184,20,1,1891523.236,1.041335,0.709086,0.247424,0.664518,479567.844
38,29.037,20,0,1891523.210,1.041331,4.434684,2.351214,3.760082,479563.729
39,29.613,13,0,1891523.196,1.041336,1.830241,0.961082,1.557596,479568.772
40,30.228,14,0,1891523.195,1.041335,1.625753,0.859469,1.379995,479567.892
41,31.107,20,1,1891523.193,1.041335,0.420333,0.209819,0.364219,479568.017
42,31.967,20,0,1891523.191,1.041336,1.774630,0.878176,1.542115,479568.326
43,32.642,15,1,1891523.189,1.041336,0.620747,0.353646,0.510158,479568.288
44,33.510,20,0,1891523.187,1.041336,0.998713,0.554323,0.830755,479568.035
45,34.371,20,0,1891523.186,1.041336,0.673110,0.320592,0.591860,479568.248
46,35.231,20,0,1891523.186,1.041335,0.727847,0.376163,0.623108,479568.043
47,36.088,20,0,1891523.185,1.041335,0.900621,0.424870,0.794105,479567.973
48,36.953,20,0,1891523.185,1.041335,0.820870,0.422733,0.703651,479568.052
49,37.808,20,0,1891523.184,1.041335,0.867066,0.460800,0.734484,479567.650
50,38.684,20,1,1891523.184,1.041335,0.278665,0.098389,0.260718,479567.890
51,39.537,20,0,1891523.179,1.041337,2.125161,0.923219,1.914152,479568.961
52,40.079,12,0,1891523.178,1.041336,1.189922,0.676795,0.978704,479568.267
53,40.627,12,0,1891523.177,1.041335,0.982081,0.552361,0.812022,479567.953
54,41.261,14,1,1891523.177,1.041335,0.228466,0.110000,0.200242,479567.873
55,42.123,20,0,1891523.176,1.041335,0.365961,0.199654,0.306701,479567.835
56,42.977,20,0,1891523.176,1.041335,0.274805,0.141840,0.235370,479567.986
57,43.841,20,0,1891523.176,1.041335,0.227289,0.130158,0.186331,479567.995
58,44.697,20,0,1891523.176,1.041335,0.257363,0.131295,0.221353,479567.966
59,45.556,20,0,1891523.176,1.041335,0.241724,0.124847,0.206987,479567.921
60,46.420,20,0,1891523.176,1.041335,0.249787,0.129298,0.213718,479567.878
61,47.279,20,0,1891523.176,1.041335,0.274864,0.137158,0.238198,479567.943
62,48.136,20,0,1891523.176,1.041335,0.264067,0.142271,0.222464,479567.865
63,49.004,20,1,1891523.176,1.041335,0.079321,0.036734,0.070303,479567.927
64,49.861,20,0,1891523.175,1.041335,0.547519,0.266175,0.478464,479567.586
65,50.367,11,0,1891523.175,1.041335,0.352867,0.195960,0.293453,479567.903
66,50.958,13,1,1891523.175,1.041335,0.083047,0.045139,0.069709,479567.926
67,51.813,20,0,1891523.175,1.041335,0.112011,0.049059,0.100696,479568.004
68,52.663,20,0,1891523.175,1.041335,0.087647,0.043405,0.076145,479567.938
69,53.527,20,0,1891523.175,1.041335,0.102014,0.049829,0.089017,479567.945
70,54.389,20,0,1891523.175,1.041335,0.102910,0.053366,0.087991,479567.950
71,55.252,20,1,1891523.175,1.041335,0.036029,0.013935,0.033225,479567.937
