iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
1,2.110,4,2,2711982.810,1.590661,44660.681415,19697.881068,40082.040190,1131201.455
2,4.688,4,5,2028313.629,1.117129,14239.405311,10905.571312,9155.827542,550267.026
3,7.638,4,6,1924443.114,1.044570,6901.497955,5984.743974,3437.079222,480835.132
4,11.899,6,10,1897988.803,1.041165,2680.558096,2284.259616,1402.693734,479156.443
5,17.124,3,17,1893867.905,1.039801,987.311923,850.916353,500.725667,477735.533
6,25.468,13,20,1892011.232,1.039825,402.300746,301.486576,266.367668,478247.926
7,35.693,19,18,1891677.608,1.040163,228.606639,193.881366,121.123952,478507.842
8,42.060,5,20,1891599.308,1.041011,194.691092,83.613750,175.821961,479277.878
9,50.387,17,16,1891564.584,1.040800,92.439606,71.227380,58.921483,479107.802
10,56.621,4,20,1891542.905,1.041380,120.887789,24.720372,118.333262,479610.361
11,64.316,20,12,1891534.996,1.041158,41.257850,26.483504,31.635963,479416.612
12,70.066,4,20,1891529.405,1.041220,42.486894,15.171834,39.685660,479464.831
13,75.702,8,15,1891527.219,1.041302,13.629136,7.286170,11.518033,479544.901
14,84.517,18,20,1891525.547,1.041292,21.666349,6.889700,20.541731,479527.042
15,91.366,8,20,1891524.845,1.041348,9.852047,4.109746,8.953927,479582.201
16,99.442,15,20,1891524.545,1.041332,11.972822,1.962448,11.810896,479565.570
17,108.417,19,20,1891524.334,1.041349,8.237404,1.620221,8.076491,479581.969
18,116.077,11,20,1891524.180,1.041337,9.696944,1.417538,9.592773,479569.437
19,123.774,10,20,1891524.053,1.041343,6.757510,1.255699,6.639816,479576.037
20,130.140,6,20,1891523.947,1.041338,8.189828,1.125279,8.112153,479570.686
21,138.822,15,20,1891523.851,1.041338,10.094328,0.970819,10.047535,479570.746
22,145.424,8,20,1891523.770,1.041337,6.905985,0.888697,6.848565,479570.156
23,153.687,16,20,1891523.704,1.041342,4.547755,0.778351,4.480652,479574.782
24,161.116,9,20,1891523.644,1.041338,8.142762,0.680107,8.114310,479571.080
25,169.825,15,20,1891523.593,1.041338,3.699363,0.646932,3.642357,479571.188
26,176.883,8,20,1891523.549,1.041336,4.949792,0.629069,4.909656,479568.691
27,185.709,16,20,1891523.511,1.041339,3.438277,0.541092,3.395434,479571.477
28,192.593,8,20,1891523.477,1.041336,4.471732,0.534810,4.439636,479568.889
29,200.919,15,20,1891523.445,1.041338,5.208217,0.488586,5.185249,479570.594
30,208.199,8,20,1891523.418,1.041337,3.290623,0.459011,3.258452,479569.168
