iter,time,#cg,#ls,obj,test_loss,|G|,|G_U|,|G_V|,loss
77,576.801,20,0,6462130.771,0.862118,1375.691430,405.955879,1314.430194,2916886.607
78,584.723,20,0,6461754.701,0.861896,1436.605435,388.350265,1383.119390,2914738.655
79,592.644,20,0,6461401.939,0.861724,1316.307068,390.733013,1256.977330,2913306.621
80,600.606,20,0,6461052.426,0.861519,1399.819244,374.554083,1348.778394,2911295.502
81,608.516,20,0,6460722.913,0.861355,1264.864656,376.222569,1207.617148,2909922.540
82,616.413,20,0,6460397.340,0.861160,1393.522720,361.137786,1345.914214,2908037.553
83,624.318,20,0,6460088.945,0.861007,1198.695211,362.696206,1142.506749,2906712.651
84,632.213,20,0,6459786.599,0.860812,1269.508186,348.739888,1220.668475,2904901.182
85,640.113,20,0,6459499.400,0.860682,1148.757626,349.587637,1094.272620,2903677.443
86,648.032,20,0,6459217.917,0.860488,1207.938525,336.834968,1160.024863,2901956.514
87,655.973,20,0,6458949.809,0.860376,1114.955704,336.737485,1062.889500,2900796.885
88,663.878,20,0,6458687.398,0.860188,1163.349029,325.383173,1116.918419,2899174.488
89,671.810,20,0,6458436.903,0.860088,1080.769258,324.452238,1030.918491,2898062.112
90,679.728,20,0,6458191.856,0.859912,1126.478998,314.548762,1081.671858,2896533.870
91,687.646,20,0,6457957.347,0.859817,1045.957103,312.934455,998.047238,2895470.808
92,695.554,20,0,6457728.230,0.859652,1090.879323,304.106459,1047.633981,2894027.464
93,703.466,20,0,6457508.596,0.859564,1015.944366,301.929061,970.042162,2893013.051
94,711.383,20,0,6457294.312,0.859406,1053.870041,294.032514,1012.021218,2891647.745
95,719.300,20,0,6457088.651,0.859325,987.141638,291.460694,943.132694,2890677.253
96,727.207,20,0,6456887.975,0.859177,1017.517480,284.579860,976.911524,2889379.204
97,735.132,20,0,6456695.070,0.859099,957.017464,281.593495,914.651590,2888449.514
98,743.024,20,0,6456506.884,0.858959,985.678908,275.474631,946.401942,2887214.132
99,750.970,20,0,6456325.599,0.858888,957.412594,272.114088,917.928536,2886338.757
100,758.879,20,0,6456148.703,0.858753,954.577878,266.792732,916.537267,2885147.995
