iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
1,6.815,0,0,1588983.446,0.934976,8084.308326,8084.308326,0.000000,377452.074
2,13.502,0,0,1218014.409,0.898377,6830.688409,6830.688409,0.000000,341314.573
3,20.581,0,0,1022175.879,0.873753,5790.300897,5790.300897,0.000000,312092.662
4,27.484,0,0,913550.370,0.865003,5117.290233,5117.290233,0.000000,299429.532
5,34.424,0,0,844179.386,0.860191,4562.740835,4562.740835,0.000000,292004.453
6,41.070,0,0,797219.501,0.857802,4099.149405,4099.149405,0.000000,287872.781
7,47.498,0,0,764037.834,0.856581,3696.114696,3696.114696,0.000000,285383.078
8,54.443,0,0,739879.943,0.855927,3338.991881,3338.991881,0.000000,283755.047
9,60.666,0,0,721913.607,0.855580,3019.119943,3019.119943,0.000000,282646.343
10,66.813,0,0,708342.190,0.855414,2730.646903,2730.646903,0.000000,281873.494
11,72.951,0,0,697970.922,0.855360,2469.376684,2469.376684,0.000000,281325.056
12,79.365,0,0,689975.501,0.855377,2232.145700,2232.145700,0.000000,280930.156
13,86.028,0,0,683770.392,0.855440,2016.460558,2016.460558,0.000000,280642.790
14,92.723,0,0,678929.928,0.855533,1820.277160,1820.277160,0.000000,280432.452
15,99.149,0,0,675138.929,0.855644,1641.861129,1641.861129,0.000000,280278.384
16,106.017,0,0,672160.612,0.855766,1479.697830,1479.697830,0.000000,280166.055
17,112.139,0,0,669815.034,0.855893,1332.433952,1332.433952,0.000000,280085.011
18,118.266,0,0,667964.190,0.856021,1198.839669,1198.839669,0.000000,280027.548
19,124.729,0,0,666501.471,0.856147,1077.784316,1077.784316,0.000000,279987.868
20,131.644,0,0,665344.045,0.856269,968.220885,968.220885,0.000000,279961.539
21,138.154,0,0,664427.261,0.856385,869.176149,869.176149,0.000000,279945.138
22,144.348,0,0,663700.472,0.856495,779.744276,779.744276,0.000000,279936.005
23,151.746,0,0,663123.889,0.856598,699.082496,699.082496,0.000000,279932.067
24,158.549,0,0,662666.184,0.856693,626.407907,626.407907,0.000000,279931.720
25,164.977,0,0,662302.643,0.856781,560.994819,560.994819,0.000000,279933.725
26,171.304,0,0,662013.740,0.856861,502.172308,502.172308,0.000000,279937.141
27,177.696,0,0,661784.037,0.856935,449.321788,449.321788,0.000000,279941.266
28,183.893,0,0,661601.310,0.857002,401.874506,401.874506,0.000000,279945.585
29,189.923,0,0,661455.875,0.857063,359.308945,359.308945,0.000000,279949.734
30,196.188,0,0,661340.059,0.857117,321.148132,321.148132,0.000000,279953.468
31,202.468,0,0,661247.773,0.857167,286.956897,286.956897,0.000000,279956.632
32,208.935,0,0,661174.189,0.857211,256.339106,256.339106,0.000000,279959.142
33,214.919,0,0,661115.473,0.857251,228.934912,228.934912,0.000000,279960.965
34,221.009,0,0,661068.582,0.857287,204.418053,204.418053,0.000000,279962.105
35,226.916,0,0,661031.101,0.857318,182.493237,182.493237,0.000000,279962.593
36,232.979,0,0,661001.109,0.857347,162.893623,162.893623,0.000000,279962.475
37,239.196,0,0,660977.081,0.857372,145.378428,145.378428,0.000000,279961.811
38,245.157,0,0,660957.804,0.857395,129.730662,129.730662,0.000000,279960.663
39,250.933,0,0,660942.316,0.857415,115.755008,115.755008,0.000000,279959.094
40,256.724,0,0,660929.849,0.857433,103.275842,103.275842,0.000000,279957.167
41,262.665,0,0,660919.794,0.857449,92.135398,92.135398,0.000000,279954.940
42,268.690,0,0,660911.666,0.857463,82.192074,82.192074,0.000000,279952.468
43,274.456,0,0,660905.078,0.857475,73.318870,73.318870,0.000000,279949.799
44,280.247,0,0,660899.722,0.857487,65.401966,65.401966,0.000000,279946.977
45,285.993,0,0,660895.354,0.857496,58.339413,58.339413,0.000000,279944.039
46,291.867,0,0,660891.778,0.857505,52.039947,52.039947,0.000000,279941.018
47,297.652,0,0,660888.838,0.857513,46.421910,46.421910,0.000000,279937.942
48,303.500,0,0,660886.410,0.857520,41.412273,41.412273,0.000000,279934.836
49,309.254,0,0,660884.395,0.857526,36.945747,36.945747,0.000000,279931.719
50,315.022,0,0,660882.713,0.857531,32.963988,32.963988,0.000000,279928.607
51,320.897,0,0,660881.300,0.857536,29.414871,29.414871,0.000000,279925.515
52,326.742,0,0,660880.106,0.857540,26.251847,26.251847,0.000000,279922.454
53,332.587,0,0,660879.090,0.857544,23.433350,23.433350,0.000000,279919.434
54,338.434,0,0,660878.220,0.857547,20.922280,20.922280,0.000000,279916.461
55,344.372,0,0,660877.468,0.857550,18.685524,18.685524,0.000000,279913.542
56,350.343,0,0,660876.815,0.857553,16.693541,16.693541,0.000000,279910.681
57,356.179,0,0,660876.242,0.857555,14.919972,14.919972,0.000000,279907.883
58,362.051,0,0,660875.737,0.857557,13.341310,13.341310,0.000000,279905.149
59,368.112,0,0,660875.288,0.857559,11.936589,11.936589,0.000000,279902.483
60,373.851,0,0,660874.886,0.857560,10.687111,10.687111,0.000000,279899.886
61,379.579,0,0,660874.523,0.857562,9.576204,9.576204,0.000000,279897.357
62,385.808,0,0,660874.195,0.857563,8.588999,8.588999,0.000000,279894.899
63,391.811,0,0,660873.895,0.857564,7.712239,7.712239,0.000000,279892.510
64,397.783,0,0,660873.620,0.857565,6.934095,6.934095,0.000000,279890.191
65,403.854,0,0,660873.367,0.857565,6.244012,6.244012,0.000000,279887.941
66,409.968,0,0,660873.132,0.857566,5.632569,5.632569,0.000000,279885.760
67,416.118,0,0,660872.914,0.857567,5.091345,5.091345,0.000000,279883.645
68,422.291,0,0,660872.711,0.857567,4.612810,4.612810,0.000000,279881.597
69,428.060,0,0,660872.521,0.857568,4.190218,4.190218,0.000000,279879.614
70,434.399,0,0,660872.342,0.857568,3.817519,3.817519,0.000000,279877.694
