iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
55,2036.949,87,179,660878.754,0.857539,18.882245,18.879510,0.321355,279932.200
56,2095.121,91,172,660878.020,0.857542,16.879523,16.877082,0.287010,279927.765
57,2154.182,93,172,660877.375,0.857545,15.095064,15.092887,0.256358,279923.498
58,2213.938,93,179,660876.805,0.857547,13.493541,13.491682,0.224005,279919.432
59,2274.223,94,179,660876.297,0.857550,12.084198,12.082461,0.204892,279915.516
60,2336.859,96,186,660875.843,0.857552,10.825646,10.824102,0.182835,279911.770
61,2403.046,100,200,660875.434,0.857554,9.703253,9.701655,0.176054,279908.182
62,2470.014,101,200,660875.063,0.857555,8.711694,8.710268,0.157629,279904.750
63,2536.715,102,200,660874.726,0.857557,7.824203,7.822907,0.142410,279901.462
64,2603.945,103,200,660874.418,0.857558,7.041169,7.039703,0.143674,279898.315
65,2671.703,104,200,660874.136,0.857559,6.344320,6.342710,0.142933,279895.309
66,2739.611,108,200,660873.875,0.857561,5.730346,5.728716,0.136659,279892.427
67,2808.571,108,200,660873.634,0.857561,5.185168,5.183535,0.130147,279889.666
68,2877.482,109,200,660873.410,0.857562,4.700983,4.699386,0.122501,279887.040
69,2946.074,110,200,660873.201,0.857563,4.273960,4.272572,0.108925,279884.521
70,3012.839,113,200,660873.007,0.857564,3.896902,3.895018,0.121159,279882.109
71,3079.796,114,200,660872.825,0.857565,3.564185,3.562725,0.101985,279879.798
72,3147.547,115,200,660872.654,0.857565,3.271748,3.270204,0.100475,279877.589
73,3215.114,115,200,660872.494,0.857566,3.013474,3.011718,0.102877,279875.480
74,3283.092,116,200,660872.343,0.857566,2.788207,2.786511,0.097225,279873.451
75,3353.021,121,200,660872.200,0.857567,2.591378,2.589046,0.109911,279871.512
76,3423.304,120,200,660872.066,0.857567,2.416480,2.414750,0.091429,279869.656
77,3492.135,121,200,660871.938,0.857568,2.262334,2.260787,0.083652,279867.883
78,3560.900,122,200,660871.818,0.857568,2.128207,2.126251,0.091230,279866.176
79,3629.490,122,200,660871.703,0.857568,2.008713,2.006726,0.089325,279864.557
80,3697.906,123,200,660871.595,0.857569,1.904458,1.902632,0.083374,279862.995
81,3766.731,125,200,660871.491,0.857569,1.813238,1.811178,0.086406,279861.488
82,3835.953,126,200,660871.393,0.857569,1.731521,1.729433,0.085001,279860.056
83,3904.778,127,200,660871.300,0.857569,1.658677,1.657037,0.073733,279858.680
84,3973.408,129,200,660871.210,0.857570,1.595574,1.593598,0.079379,279857.348
85,4041.011,129,200,660871.125,0.857570,1.537992,1.535844,0.081266,279856.082
86,4108.283,128,200,660871.044,0.857570,1.486019,1.484400,0.069332,279854.860
87,4175.168,128,200,660870.966,0.857570,1.438430,1.437005,0.064020,279853.694
88,4242.191,127,200,660870.892,0.857570,1.396511,1.394552,0.073931,279852.567
89,4308.958,127,200,660870.820,0.857570,1.357177,1.355734,0.062559,279851.482
90,4375.669,127,200,660870.752,0.857571,1.321283,1.319804,0.062489,279850.443
91,4443.127,127,200,660870.687,0.857571,1.287885,1.286237,0.065137,279849.446
92,4510.457,129,200,660870.624,0.857571,1.257033,1.255169,0.068431,279848.487
93,4577.587,128,200,660870.564,0.857571,1.228185,1.226490,0.064490,279847.558
94,4644.555,128,200,660870.506,0.857571,1.200581,1.199263,0.056229,279846.673
95,4711.518,127,200,660870.450,0.857571,1.175106,1.173342,0.064362,279845.825
96,4778.297,127,200,660870.397,0.857571,1.150776,1.149312,0.058022,279844.996
97,4845.222,129,200,660870.345,0.857571,1.127660,1.126273,0.055903,279844.203
98,4911.859,127,200,660870.295,0.857572,1.105981,1.104529,0.056654,279843.438
99,4979.030,127,200,660870.247,0.857572,1.084924,1.083451,0.056500,279842.711
100,5045.714,127,200,660870.201,0.857572,1.065475,1.063498,0.064884,279842.001
