iter,time,#cg,#ls,obj,test_loss,|G|,|G_U|,|G_V|,loss
1,20.678,3,0,184487700.601,1.971773,2259445.341518,1572345.546724,1622597.526501,174525523.699
2,44.600,4,0,90593845.524,1.583153,653228.345871,419958.503085,500342.010564,83276819.686
3,118.229,15,0,56083047.453,1.169279,496791.927896,271362.277638,416130.669258,50835046.344
4,169.317,10,0,50972298.102,1.090235,147296.019151,103001.271520,105294.137172,45341215.368
5,265.664,20,0,47980950.431,1.046282,295795.031234,120999.774940,269914.347465,44027943.727
6,326.047,12,0,46076483.540,1.012336,83779.668650,58330.835965,60137.729046,41876227.815
7,422.841,20,0,44943893.432,0.991891,244534.174314,114089.981484,216287.860345,40908918.039
8,519.536,20,0,41524080.121,0.977158,89877.429299,36910.613836,81948.513614,37689497.889
9,616.126,20,0,39705303.176,0.963932,106704.929521,39861.696580,98979.730904,35910168.916
10,712.765,20,0,38505389.032,0.955709,88366.864073,26915.876154,84167.917148,34757462.992
11,809.974,20,0,37578328.202,0.950012,84483.514326,25375.649321,80582.508117,33810784.177
12,907.047,20,0,36845675.021,0.944637,88200.078393,18589.859413,86218.739004,33127094.412
13,1003.718,20,0,36248116.676,0.941576,69217.071339,18081.515327,66813.634598,32518086.683
14,1100.373,20,0,35734357.885,0.937860,90112.013914,14889.196782,88873.431749,32062493.618
15,1196.956,20,0,35312638.224,0.936024,57787.137752,14401.726695,55963.770046,31625784.749
16,1293.508,20,0,34943531.725,0.933478,89190.021878,12255.852177,88343.953331,31327249.815
17,1390.470,20,0,34641515.156,0.932301,48323.482425,11872.361070,46842.352591,31007645.897
18,1487.034,20,0,34373458.326,0.930571,86714.624314,10765.583155,86043.757991,30817737.060
19,1583.630,20,0,34149789.920,0.929805,40742.872150,10006.911117,39494.852335,30570951.883
20,1680.346,20,0,33949258.903,0.928620,84270.657697,9504.767553,83732.927469,30452072.877
21,1777.497,20,0,33775405.822,0.928105,37638.952693,8667.626224,36627.353378,30250784.492
22,1874.094,20,0,33618595.652,0.927273,81813.439299,8742.074396,81345.036635,30175562.102
23,1970.867,20,0,33477359.217,0.926927,30339.318231,7638.535364,29361.999391,30003835.224
24,2067.427,20,0,33349607.230,0.926344,80123.252848,8104.928199,79712.268728,29956225.592
25,2163.897,20,0,33229843.937,0.926108,27001.126567,6843.362083,26119.518205,29804568.558
26,2260.481,20,0,33121623.991,0.925697,78718.120163,7558.696073,78354.378025,29774041.925
