iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
1,5.952,0,0,516284.584,1.007734,2137.609977,2137.609977,0.000000,273596.367
2,11.709,0,0,410294.237,0.991025,1235.813943,1235.813943,0.000000,194347.361
3,17.426,0,0,375451.322,0.988018,1108.181547,1108.181547,0.000000,173843.585
4,23.444,0,0,355162.942,0.987871,1051.305243,1051.305243,0.000000,164203.491
5,29.744,0,0,340748.524,0.988550,1008.267747,1008.267747,0.000000,158566.423
6,35.615,0,0,329443.448,0.989615,971.547353,971.547353,0.000000,154814.788
7,41.627,0,0,320091.930,0.990672,939.381344,939.381344,0.000000,152119.462
8,47.472,0,0,312110.369,0.991515,910.948075,910.948075,0.000000,150088.997
9,53.242,0,0,305154.730,0.992089,885.516231,885.516231,0.000000,148502.633
10,58.959,0,0,299002.762,0.992444,862.479631,862.479631,0.000000,147224.469
11,65.914,0,0,293501.671,0.992671,841.392158,841.392158,0.000000,146167.697
12,71.484,0,0,288540.946,0.992838,821.928287,821.928287,0.000000,145275.120
13,77.439,0,0,284037.337,0.992972,803.840902,803.840902,0.000000,144507.765
14,83.118,0,0,279926.122,0.993074,786.936434,786.936434,0.000000,143838.285
15,89.272,0,0,276155.690,0.993138,771.059347,771.059347,0.000000,143246.995
16,95.974,0,0,272684.051,0.993165,756.082090,756.082090,0.000000,142719.436
17,102.584,0,0,269476.505,0.993167,741.899126,741.899126,0.000000,142244.827
18,109.270,0,0,266504.004,0.993154,728.422842,728.422842,0.000000,141814.997
19,115.818,0,0,263741.931,0.993136,715.580007,715.580007,0.000000,141423.632
20,123.546,0,0,261169.178,0.993115,703.308987,703.308987,0.000000,141065.759
21,130.174,0,0,258767.425,0.993091,691.557382,691.557382,0.000000,140737.328
22,136.332,0,0,256520.616,0.993063,680.279826,680.279826,0.000000,140434.914
23,142.292,0,0,254414.580,0.993030,669.436380,669.436380,0.000000,140155.540
24,148.089,0,0,252436.777,0.992995,658.991723,658.991723,0.000000,139896.604
25,153.840,0,0,250576.110,0.992962,648.914773,648.914773,0.000000,139655.860
26,159.716,0,0,248822.757,0.992936,639.178321,639.178321,0.000000,139431.409
27,165.531,0,0,247168.017,0.992920,629.758524,629.758524,0.000000,139221.669
28,171.344,0,0,245604.151,0.992916,620.634331,620.634331,0.000000,139025.325
29,177.203,0,0,244124.237,0.992924,611.786987,611.786987,0.000000,138841.259
