iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
66,6310.807,9,3,29588600.658,1.051278,23631.446709,1002.997225,23610.151845,27880324.670
67,6366.672,20,4,29581502.195,1.051856,26192.188525,1453.365315,26151.834906,27878410.923
68,6459.067,9,20,29568747.347,1.053029,49030.429163,1925.799649,48992.594130,27870009.876
69,6529.138,20,8,29556179.974,1.053488,21152.649982,1487.591367,21100.276614,27866404.692
70,6561.653,9,3,29550644.153,1.053581,24751.297958,1041.368918,24729.381339,27866163.720
71,6624.551,20,6,29543561.224,1.054032,23624.658177,1464.664932,23579.211832,27864681.188
72,6674.626,9,8,29537092.533,1.054346,24234.983751,1402.378110,24194.374822,27863067.276
73,6786.823,20,20,29523227.542,1.055883,42129.286007,2018.492494,42080.903359,27856009.961
74,6831.684,10,6,29514134.947,1.056089,27285.702062,1423.697220,27248.534332,27853037.484
75,6898.287,20,7,29505511.261,1.056526,22443.797672,1515.573498,22392.567760,27852459.302
76,6930.747,9,3,29500357.012,1.056604,21692.540661,967.325629,21670.962172,27852224.629
77,6987.082,20,4,29494351.345,1.057040,25362.533958,1399.615481,25323.886062,27851010.640
78,7079.353,9,20,29482715.296,1.058268,46102.726032,1889.844907,46063.975445,27843236.676
79,7149.228,20,8,29471363.760,1.058669,19702.822787,1447.181397,19649.602840,27840026.743
80,7212.120,20,6,29463537.424,1.059128,21843.631634,1376.431260,21800.222016,27838888.126
81,7304.439,9,20,29452169.763,1.060530,44913.221243,1859.576544,44874.707993,27831444.706
82,7370.868,20,7,29441015.156,1.060848,23135.877251,1428.777161,23091.717390,27828515.244
83,7433.946,20,6,29433173.178,1.061238,21864.544696,1423.226345,21818.174570,27827180.726
84,7483.919,9,8,29427592.647,1.061521,22097.418818,1317.111961,22058.130803,27826073.692
85,7596.775,20,20,29415568.406,1.062978,40287.836812,1829.454983,40246.277958,27820024.059
86,7641.652,10,6,29407460.196,1.063162,25627.884936,1359.920218,25591.778041,27817453.096
87,7704.638,20,6,29399907.818,1.063465,22166.289456,1444.131094,22119.196948,27817234.377
88,7754.864,9,8,29394282.632,1.063745,21429.771106,1307.198713,21389.864917,27815909.952
89,7810.747,20,4,29388162.537,1.063981,22224.990029,1221.829139,22191.379302,27816003.488
90,7902.985,9,20,29378458.453,1.065201,39448.155482,1792.642385,39407.402911,27809410.753
91,7970.124,20,7,29369209.705,1.065518,21987.641332,1397.951200,21943.156194,27807356.838
92,8002.655,9,3,29364723.245,1.065584,19746.065162,960.155484,19722.707493,27807155.748
93,8062.601,20,5,29359419.890,1.065798,22524.959124,1308.967567,22486.893682,27806161.574
94,8109.099,9,7,29354614.769,1.066035,20959.424261,1250.009188,20922.116106,27805215.906
95,8221.360,20,20,29343782.827,1.067483,37915.820558,1957.850363,37865.238287,27799427.466
96,8266.315,10,6,29336085.345,1.067653,24014.768605,1336.339363,23977.558430,27796966.531
97,8329.389,20,6,29329368.873,1.067916,20607.070979,1379.483643,20560.846267,27796877.179
