iter,time,#cg,#ls,obj,test_loss,|G|,|G_U|,|G_V|,loss
43,2533.276,200,0,171477.993,1.078422,268.735163,153.710291,220.435329,132160.664
44,2592.034,200,0,171417.355,1.078747,349.775254,170.104622,305.625826,132093.934
45,2658.141,200,0,171362.046,1.079112,401.407430,228.418401,330.080231,132030.069
46,2717.331,200,0,171310.422,1.079419,490.539096,239.448573,428.127300,131973.328
47,2776.545,200,0,171263.175,1.079759,534.074926,304.607791,438.691373,131918.245
48,2835.562,200,0,171219.117,1.080044,629.877988,308.169157,549.343290,131869.740
49,2895.232,200,0,171178.775,1.080360,666.601620,380.267071,547.498562,131822.144
50,2954.097,200,0,171141.031,1.080627,767.251594,375.199482,669.253582,131780.369
51,3004.603,169,0,171105.683,1.080922,791.049786,451.230713,649.731180,131737.769
52,3063.132,200,1,171016.435,1.080963,622.203203,328.759679,528.255525,131664.433
53,3132.581,200,0,170920.313,1.081191,36.503251,21.645486,29.393202,131511.340
54,3199.994,200,0,170872.635,1.081438,35.060358,20.883998,28.161806,131456.143
55,3268.501,200,0,170827.296,1.081690,34.455334,20.658433,27.575336,131403.053
56,3327.358,200,0,170783.870,1.081922,34.258711,20.100896,27.741904,131352.654
57,3387.686,200,0,170742.518,1.082159,33.674094,20.457277,26.747793,131303.937
58,3447.384,200,0,170703.135,1.082372,36.070607,20.208766,29.877993,131258.265
59,3507.955,200,0,170665.907,1.082592,40.476841,25.143713,31.720157,131214.433
60,3567.114,200,0,170630.617,1.082782,55.962250,28.041962,48.429555,131173.936
61,3628.101,200,0,170597.303,1.082985,71.618749,43.483534,56.907183,131134.981
62,3687.301,200,0,170565.646,1.083156,100.807938,49.163109,88.006982,131099.060
63,3747.026,200,0,170535.704,1.083342,122.653674,72.644208,98.826833,131064.266
64,3806.129,200,0,170507.050,1.083495,159.032704,77.699356,138.759543,131032.051
65,3865.129,200,0,170479.916,1.083664,182.062898,106.342696,147.777298,131000.633
66,3925.174,200,0,170453.793,1.083801,223.648247,109.528395,194.992484,130971.490
67,3985.524,200,0,170428.954,1.083956,243.968306,141.330969,198.861991,130942.689
68,4044.593,200,0,170404.932,1.084079,288.407762,141.502453,251.308761,130916.008
69,4104.841,200,0,170382.012,1.084220,305.544932,176.425182,249.463145,130889.381
70,4164.533,200,0,170359.769,1.084331,352.795809,173.351449,307.268869,130864.729
71,4225.502,200,0,170338.518,1.084461,367.336430,211.326950,300.461266,130839.982
72,4284.396,200,0,170317.796,1.084563,416.430102,204.645132,362.676715,130816.991
73,4343.563,200,0,170297.964,1.084685,427.152790,245.356090,349.656825,130793.796
74,4403.375,200,0,170278.567,1.084779,477.989235,234.936769,416.267250,130772.204
75,4463.431,200,0,170259.987,1.084896,484.919158,278.201256,397.178361,130750.348
76,4522.129,200,0,170241.842,1.084985,537.871575,264.320202,468.444941,130730.079
77,4569.548,157,0,170223.635,1.085107,536.884669,307.432531,440.148141,130708.136
78,4629.049,200,1,170175.871,1.085100,417.986965,221.881369,354.234048,130670.728
79,4687.987,200,0,170131.688,1.085160,24.731676,14.717716,19.875730,130590.711
80,4746.306,200,0,170109.067,1.085255,24.020966,14.352837,19.261435,130564.368
81,4806.592,200,0,170087.125,1.085354,23.779055,14.274999,19.017567,130538.576
82,4866.141,200,0,170065.684,1.085444,23.549769,14.014677,18.925656,130513.471
83,4925.881,200,0,170044.833,1.085539,23.246128,14.042774,18.525198,130488.793
84,4984.481,200,0,170024.546,1.085623,23.501507,13.766045,19.047751,130465.010
85,5044.526,200,0,170004.930,1.085711,24.170036,14.854954,19.066226,130441.749
86,5103.529,200,0,169985.965,1.085786,27.914057,14.842740,23.640804,130419.602
87,5163.330,200,0,169967.689,1.085868,31.828485,20.058362,24.712640,130397.940
88,5222.126,200,0,169950.004,1.085935,42.946243,21.076406,37.418778,130377.463
89,5281.086,200,0,169932.941,1.086014,51.568463,31.980298,40.454504,130357.301
90,5339.526,200,0,169916.372,1.086074,69.461458,33.500493,60.849084,130338.276
91,5403.184,200,0,169900.352,1.086150,79.360184,48.135342,63.095385,130319.316
92,5460.536,200,0,169884.754,1.086204,101.245828,49.056950,88.567112,130301.485
93,5519.572,200,0,169869.659,1.086278,111.298127,66.412448,89.312149,130283.586
94,5577.907,200,0,169854.931,1.086326,136.054338,65.952137,119.000413,130266.788
95,5636.780,200,0,169840.678,1.086400,145.408584,85.583142,117.555017,130249.827
96,5694.894,200,0,169826.716,1.086444,170.986674,83.316169,149.314630,130233.886
97,5753.090,200,0,169813.219,1.086517,179.352178,104.979053,145.418714,130217.768
98,5812.209,200,0,169799.969,1.086558,206.690098,101.343679,180.139544,130202.649
99,5872.722,200,0,169787.137,1.086631,213.409538,124.346632,173.440324,130187.266
100,5931.329,200,0,169774.533,1.086668,242.446062,118.799334,211.345242,130172.869
