iter,time,#cg,#ls,obj,test_loss,|G|,|G_U|,|G_V|,loss
35,3027.362,20,0,75897083.772,0.987625,20590.674354,4952.276610,19986.265953,39329978.027
36,3123.941,20,0,75877045.748,0.986134,33376.507659,5825.736271,32864.145515,39290552.692
37,3220.713,20,0,75858103.260,0.985679,19463.702260,4714.234322,18884.165335,39272400.366
38,3317.462,20,0,75839865.923,0.984313,31573.183956,5522.356513,31086.484582,39235163.257
39,3414.277,20,0,75822478.380,0.983911,18900.708679,4539.247607,18347.534432,39216686.123
40,3511.078,20,0,75805501.309,0.982651,30300.651251,5312.418491,29831.320387,39180998.285
41,3607.779,20,0,75789200.466,0.982284,18576.249655,4409.991920,18045.193889,39161357.797
42,3704.360,20,0,75773050.623,0.981112,29345.821743,5183.434262,28884.412111,39126381.610
43,3801.047,20,0,75757452.283,0.980778,18393.236391,4314.733212,17879.995029,39105517.984
44,3897.821,20,0,75741764.718,0.979678,28680.315396,5128.951453,28217.979166,39070502.812
45,3994.428,20,0,75726546.792,0.979371,18295.163201,4239.221297,17797.246960,39047834.866
46,4091.060,20,0,75711013.736,0.978323,28296.458373,5142.403473,27825.262675,39012119.503
47,4187.715,20,0,75695911.233,0.978042,18227.233818,4169.535148,17743.929364,38987416.433
48,4284.345,20,0,75680279.194,0.977028,28176.353122,5214.753900,27689.586798,38950585.121
49,4380.948,20,0,75665076.380,0.976768,18130.942851,4092.792194,17662.959568,38923365.237
50,4477.838,20,0,75649140.028,0.975772,28277.368078,5334.651669,27769.606353,38885099.710
51,4574.545,20,0,75633654.306,0.975530,17952.814065,3999.582045,17501.624962,38855196.517
52,4671.310,20,0,75617242.742,0.974535,28554.955005,5489.360538,28022.354937,38815439.420
53,4767.873,20,0,75601298.618,0.974304,17646.005210,3883.765612,17213.304870,38782243.337
54,4864.479,20,0,75584251.240,0.973291,28979.990960,5667.408850,28420.421407,38740817.546
55,4961.091,20,0,75567646.070,0.973067,17142.533639,3743.013148,16728.906484,38704243.634
56,5057.673,20,0,75549781.786,0.972019,29566.491799,5857.016424,28980.558930,38661300.911
57,5154.299,20,0,75532245.738,0.971788,16268.524539,3576.686651,15870.482138,38619809.214
58,5250.913,20,0,75513325.064,0.970679,30402.420024,6044.422075,29795.504780,38575028.037
59,5333.932,17,0,75495269.359,0.970456,8899.123457,3357.291949,8241.540455,38528714.146
60,5430.439,20,0,75454763.029,0.968090,59087.748995,6212.698189,58760.228578,38404463.580
61,5486.186,11,0,75424784.305,0.967813,16144.682776,3286.419899,15806.651327,38341591.905
62,5582.641,20,0,75411344.420,0.967327,23940.923977,4695.096906,23476.028325,38301712.785
63,5679.079,20,0,75399813.601,0.966923,16457.851904,3311.562185,16121.242048,38287411.240
64,5775.595,20,0,75389369.032,0.966611,20193.550760,4155.275373,19761.406298,38254967.173
65,5872.020,20,0,75379895.858,0.966209,16533.062416,3446.780457,16169.782229,38241489.534
66,5968.722,20,0,75370976.634,0.965942,16806.428584,3812.210353,16368.356483,38211007.104
67,6065.405,20,0,75362529.142,0.965554,17501.929970,3576.637326,17132.577684,38197937.487
68,6161.951,20,0,75354321.853,0.965369,14860.735396,3545.567884,14431.576660,38172987.335
69,6258.565,20,0,75346326.694,0.964963,18650.742504,3724.384664,18275.096575,38159022.500
70,6355.431,20,0,75338411.557,0.964796,13608.186455,3339.964331,13191.943634,38133562.213
71,6452.233,20,0,75330558.669,0.964376,20318.443103,3875.356443,19945.444156,38119109.058
72,6548.884,20,0,75322716.536,0.964232,12696.446957,3169.812950,12294.391046,38093910.654
73,6645.518,20,0,75314890.673,0.963801,19611.154359,4031.411691,19192.318647,38079013.487
74,6742.480,20,0,75307025.789,0.963667,11961.081917,3027.393405,11571.619152,38053127.210
75,6839.060,20,0,75299077.394,0.963219,19224.935721,4182.993024,18764.347120,38037127.909
76,6936.029,20,0,75291057.279,0.963092,11301.534633,2906.302920,10921.450837,38010237.660
77,7032.912,20,0,75282852.977,0.962626,19378.280970,4331.669444,18887.943593,37993494.356
78,7129.837,20,0,75274560.915,0.962500,10697.825756,2800.755502,10324.691013,37964873.771
79,7226.500,20,0,75265989.799,0.962014,19838.486806,4473.748265,19327.470999,37947015.262
80,7323.246,20,0,75257326.867,0.961884,10141.643080,2706.492839,9773.833480,37916210.107
81,7419.836,20,0,75248289.498,0.961375,20423.799978,4608.166126,19897.145788,37897148.513
82,7516.452,20,0,75239162.084,0.961238,9626.940913,2619.960156,9263.573831,37863618.736
83,7613.131,20,0,75229558.912,0.960704,21055.505762,4731.914298,20516.903030,37843085.893
84,7709.856,20,0,75219868.204,0.960555,9150.399936,2538.213417,8791.319107,37806311.670
85,7806.519,20,0,75209592.959,0.959993,21697.629413,4840.620269,21150.780543,37784015.717
86,7889.840,17,0,75199638.313,0.959836,6448.649140,2425.199586,5975.239133,37743902.107
87,7986.528,20,0,75177587.625,0.958766,46112.800320,4834.798646,45858.642320,37671093.049
88,8037.772,10,0,75162259.166,0.958475,13655.657851,2695.804173,13386.920154,37621289.742
89,8134.470,20,0,75154607.814,0.958083,20235.035827,3274.258329,19968.372676,37576000.203
90,8231.515,20,0,75147975.558,0.957980,15158.327720,2852.410068,14887.533579,37579734.466
91,8328.422,20,0,75141931.400,0.957715,15867.468699,2995.906558,15582.076461,37546003.077
92,8425.211,20,0,75136048.059,0.957547,19573.305793,3052.423662,19333.830698,37541610.646
