iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
1,47.477,33,200,406173.985,1.017833,2055.337329,1597.919814,1292.696331,271341.567
2,108.684,99,200,315659.382,1.009867,988.208066,721.463005,675.312012,187491.919
3,170.597,105,200,290783.459,1.018147,772.795605,639.066010,434.520058,168635.765
4,230.575,95,200,277174.106,1.026158,694.379833,609.940734,331.866921,159636.967
5,289.659,89,200,267984.890,1.033634,653.978090,589.807445,282.514635,154277.080
6,347.738,84,200,261083.070,1.040114,620.413447,573.490335,236.688996,150694.581
7,405.558,83,200,255539.567,1.045482,596.603602,559.675240,206.638533,148111.118
8,462.130,77,200,250887.861,1.049853,575.890507,547.374354,178.972601,146146.655
9,518.214,75,200,246862.144,1.053456,561.769169,536.409506,166.881517,144590.455
10,574.486,75,200,243301.344,1.056395,547.122837,526.329920,149.399512,143318.109
11,630.817,73,200,240102.934,1.058782,534.327764,517.432566,133.303036,142253.786
12,686.463,72,200,237194.094,1.060726,521.414077,508.887456,113.605446,141347.496
13,742.029,72,200,234527.344,1.062297,513.194395,500.339630,114.143517,140566.882
14,797.623,72,200,232067.990,1.063590,502.464932,492.880209,97.673476,139887.628
15,853.109,73,200,229784.815,1.064663,495.338550,485.589435,97.791510,139291.334
16,907.672,68,200,227657.543,1.065578,488.108268,478.846155,94.636362,138764.442
17,963.535,69,200,225664.759,1.066354,480.343578,471.960379,89.349618,138293.606
18,1018.938,71,200,223793.599,1.067027,471.549385,465.541140,75.035124,137869.656
19,1073.452,66,200,222031.638,1.067613,465.525651,459.526272,74.496561,137485.832
20,1128.103,68,200,220366.437,1.068147,458.718858,453.657496,67.954891,137134.759
21,1182.854,68,200,218790.041,1.068618,453.442829,448.036468,69.812053,136812.511
22,1237.083,66,200,217295.097,1.069037,447.083376,442.714055,62.352310,136515.454
23,1291.645,67,200,215874.015,1.069411,441.713834,437.328318,62.089075,136239.833
24,1345.903,66,200,214522.225,1.069733,435.768923,432.342135,54.542024,135983.835
25,1400.416,67,200,213233.410,1.070011,431.002339,427.424354,55.420553,135744.661
26,1454.589,66,200,212003.766,1.070241,425.143754,422.585259,46.571562,135521.133
27,1508.815,66,200,210829.059,1.070437,420.298593,417.908435,44.759880,135311.226
28,1548.649,66,127,209712.019,1.070663,414.282961,412.310218,40.381381,135122.649
29,1603.171,66,200,208645.321,1.070788,411.640487,409.021932,46.356766,134944.819
30,1658.227,66,200,207615.467,1.070881,407.171805,404.851703,43.404807,134769.614
