iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
82,5486.540,10,20,32416393.740,1.010891,50037.396758,5263.281218,49759.812551,28177596.094
83,5540.711,15,6,32383912.607,1.011173,32179.439043,4029.520114,31926.153303,28171535.434
84,5603.872,20,6,32356170.478,1.011168,29143.093747,4139.489345,28847.608932,28169960.665
85,5646.925,9,6,32335666.153,1.011465,30845.488385,3634.638988,30630.598315,28168067.385
86,5699.655,20,3,32314692.893,1.011260,30581.030902,3085.821293,30424.943024,28170178.525
87,5794.077,10,20,32280206.234,1.012577,47403.629267,5161.255541,47121.815637,28143758.537
88,5848.131,15,6,32250300.034,1.012851,30002.030341,3914.444234,29745.570274,28138088.375
89,5911.412,20,6,32225233.511,1.012843,27244.798699,4010.638169,26947.983925,28136740.035
90,5954.527,9,6,32206703.044,1.013131,28731.328994,3528.470717,28513.841554,28135057.939
91,6007.826,20,3,32187705.599,1.012922,28569.561935,2972.166027,28414.540262,28137009.728
92,6102.084,10,20,32156498.097,1.014197,44019.424859,5013.393974,43733.004079,28112923.773
93,6156.175,15,6,32129354.894,1.014465,28037.271430,3798.534537,27778.763914,28107840.446
94,6219.616,20,6,32106667.431,1.014455,25503.754392,3864.986785,25209.192078,28106648.209
95,6262.783,9,6,32089840.032,1.014735,26834.432862,3413.262474,26616.469080,28105159.557
96,6315.514,20,3,32072505.227,1.014516,26668.318468,2909.795366,26509.098454,28106987.444
97,6409.748,10,20,32044045.294,1.015759,41538.497201,4883.421307,41250.441768,28084830.642
98,6462.169,14,6,32019569.270,1.016030,26244.187081,3703.343016,25981.582055,28080176.830
99,6525.415,20,6,31998877.327,1.016011,23986.686840,3738.042941,23693.631645,28079247.763
100,6557.985,9,3,31985427.697,1.016076,25281.610210,2414.842697,25166.015766,28080595.900
101,6610.720,20,3,31971919.129,1.015836,28600.594737,2940.748598,28449.007312,28079254.680
102,6703.226,9,20,31945165.699,1.017026,40304.125362,4809.620697,40016.122626,28059066.934
103,6755.533,14,6,31921531.643,1.017298,24577.300714,3625.179292,24308.471475,28054118.991
104,6818.656,20,6,31902312.191,1.017300,22033.498678,3626.511091,21733.004424,28053020.342
105,6859.951,8,6,31888503.586,1.017573,23309.401733,3343.930406,23068.297263,28051826.270
106,6912.860,20,3,31873745.781,1.017351,23537.512898,2779.835114,23372.783962,28053491.143
107,7005.523,9,20,31850544.208,1.018544,36105.549695,4565.897320,35815.685118,28035226.873
108,7057.787,14,6,31830307.727,1.018794,23068.305128,3484.885932,22803.558309,28031614.203
109,7121.156,20,6,31812847.224,1.018756,21349.303457,3552.782914,21051.614942,28030977.785
110,7153.889,9,3,31801471.883,1.018820,22464.672115,2292.755194,22347.365994,28032172.717
111,7206.651,20,3,31790038.210,1.018580,25445.778494,2809.927119,25290.155254,28031039.484
112,7299.209,9,20,31767507.274,1.019695,35838.361446,4586.013001,35543.728502,28013821.720
113,7351.391,14,6,31747577.174,1.019952,21830.854090,3443.750378,21557.522437,28009683.392
114,7414.751,20,6,31731246.142,1.019940,19699.341711,3438.570442,19396.914630,28008770.424
115,7450.989,9,4,31720326.108,1.020057,21159.057447,2510.148771,21009.637436,28009257.662
116,7507.167,20,4,31708597.459,1.019879,23207.698369,3022.495488,23010.036606,28008376.113
117,7599.690,9,20,31687327.050,1.021035,32970.633706,4373.170878,32679.321649,27992702.652
118,7653.918,15,6,31669177.656,1.021256,20588.983107,3342.434681,20315.864633,27989190.430
119,7717.168,20,6,31654185.376,1.021241,19043.172012,3394.791537,18738.137333,27988402.471
120,7760.253,9,6,31643102.302,1.021483,19672.521874,3006.056859,19441.495288,27987389.703
121,7813.203,20,3,31631570.671,1.021268,19772.778218,2553.512873,19607.200985,27988823.641
122,7907.686,10,20,31613103.986,1.022344,31235.509623,4292.229422,30939.195658,27973874.819
123,7959.978,14,6,31597068.063,1.022578,19709.201559,3254.368696,19438.665347,27970932.511
124,8023.356,20,6,31583353.122,1.022538,18078.835114,3270.935489,17780.474125,27970416.780
125,8056.005,9,3,31574411.229,1.022600,18999.134637,2120.514366,18880.427320,27971437.873
126,8108.804,20,3,31565327.572,1.022367,21514.813952,2600.037736,21357.130499,27970529.483
127,8201.408,9,20,31547540.137,1.023392,30809.073952,4231.755601,30517.065427,27956567.513
