iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
55,337.328,3,20,155830.776,1.115520,834.376815,114.818255,826.439011,134627.025
56,343.543,20,9,155575.633,1.112036,416.392106,119.538792,398.864467,134564.093
57,345.739,5,4,155473.694,1.111984,320.424576,106.369867,302.253802,134538.977
58,347.935,5,4,155390.355,1.112024,380.109224,101.938319,366.185201,134528.780
59,353.213,5,20,155172.332,1.118387,768.773754,113.932893,760.284408,134354.825
60,357.586,11,9,154981.521,1.116081,361.486329,115.250277,342.621861,134302.775
61,359.781,5,4,154892.098,1.116009,295.007471,100.218705,277.462825,134284.769
62,362.178,6,4,154815.107,1.116011,349.145417,104.650553,333.092756,134277.764
63,367.043,3,20,154631.356,1.121641,754.410195,110.959047,746.205623,134124.470
64,371.828,13,9,154441.796,1.119311,405.044838,115.931359,388.099524,134076.876
65,374.023,5,4,154350.905,1.119207,296.325397,102.552685,278.013826,134056.075
66,376.217,5,4,154278.048,1.119226,344.968375,97.778784,330.820932,134048.857
67,378.807,6,5,154201.686,1.119241,361.832510,105.952175,345.972400,134039.460
68,383.670,3,20,154036.593,1.124656,719.923058,102.638637,712.568958,133903.955
69,389.889,20,9,153814.352,1.121262,382.397627,114.494080,364.854835,133853.874
70,392.084,5,4,153727.507,1.121209,289.025179,101.428301,270.643407,133832.915
71,394.307,5,4,153656.808,1.121248,340.805922,97.136175,326.669924,133824.810
72,399.576,5,20,153477.754,1.126681,663.361762,110.679639,654.063334,133682.800
73,403.548,9,9,153331.104,1.125017,332.586660,110.632591,313.646802,133643.402
74,405.543,4,4,153258.652,1.124968,256.232080,96.078353,237.537005,133629.511
75,407.941,6,4,153191.900,1.124926,308.297942,99.949576,291.646538,133623.531
76,413.011,4,20,153029.534,1.130157,706.262694,108.135655,697.935293,133489.199
77,419.163,14,15,152828.382,1.128768,360.495052,96.484049,347.343505,133413.058
78,421.765,6,5,152752.238,1.128416,331.817720,100.230291,316.317701,133399.160
79,423.956,4,5,152693.524,1.128484,314.890947,100.138488,298.544121,133390.559
80,426.751,6,6,152623.709,1.128507,332.059819,104.453961,315.203258,133381.135
81,428.353,3,3,152576.636,1.128485,279.189094,72.642258,269.573094,133381.928
82,436.709,20,20,152374.405,1.131113,568.669232,112.392383,557.451924,133272.271
83,440.301,8,8,152251.797,1.130016,338.810356,110.237951,320.374861,133233.972
84,442.108,4,3,152189.806,1.129995,305.762510,86.218848,293.354773,133223.782
85,444.517,6,4,152132.384,1.129958,302.644563,96.530470,286.837236,133217.329
86,449.420,3,20,151976.579,1.135611,681.138355,108.058761,672.512277,133078.825
87,453.410,9,9,151834.045,1.133840,304.008472,107.694158,284.294072,133032.783
88,455.411,4,4,151770.221,1.133786,236.971435,92.824679,218.034492,133020.210
89,457.818,6,4,151712.104,1.133710,285.420593,96.193371,268.722441,133015.209
90,462.917,4,20,151588.796,1.137778,531.199251,99.265594,521.841916,132918.373
91,469.153,20,9,151425.497,1.134850,312.234186,106.554609,293.489867,132887.706
92,471.360,5,4,151358.769,1.134798,241.359498,94.447942,222.112570,132873.575
93,473.568,5,4,151303.477,1.134822,286.038794,90.903516,271.209775,132868.104
94,475.969,5,5,151248.503,1.134893,301.735728,93.285556,286.953401,132861.020
95,478.566,5,6,151191.253,1.135028,309.988091,97.232753,294.344031,132851.935
96,480.580,5,3,151139.977,1.135015,305.351261,75.681148,295.823861,132851.791
97,486.306,7,20,151004.974,1.139785,580.379903,109.936011,569.872709,132739.246
98,489.903,8,8,150894.487,1.138276,305.963938,106.349413,286.886273,132712.298
99,491.713,4,3,150839.620,1.138271,274.034469,83.956353,260.856706,132703.219
100,500.103,20,20,150656.403,1.141342,531.676565,101.019994,521.991312,132594.188
