iter,time,#cg,#ls,obj,test_loss,|G|,|G_U|,|G_V|,loss
1,0.331,2,1,2166439.874,2.192098,103818.643594,84845.283597,59829.663288,2143958.574
2,0.570,2,0,861661.333,1.380264,28911.418569,23657.988770,16618.354042,843336.755
3,1.101,4,0,484397.588,1.031921,11271.664475,9165.183710,6561.236743,465288.300
4,1.849,9,0,396132.749,0.931726,3203.727017,2397.711530,2124.816750,377359.272
5,3.544,20,0,362338.597,0.909454,2421.748470,1677.954236,1746.234587,342988.473
6,5.039,20,0,321301.246,0.961825,7635.846131,5572.442338,5220.539487,289591.368
7,6.558,20,0,243071.688,0.910847,2587.399827,1660.457118,1984.318529,213139.634
8,8.126,20,0,224902.323,0.930598,2075.597767,1347.788033,1578.471890,192865.879
9,9.677,20,0,212694.785,0.941657,1854.668454,1046.856319,1530.975807,179970.019
10,11.208,20,0,204155.215,0.946215,1601.075253,959.916834,1281.406117,171074.492
11,12.662,20,0,198570.502,0.954337,1242.485220,691.377201,1032.359960,165036.466
12,14.197,20,0,194510.725,0.958878,1086.891277,593.706963,910.409079,160723.986
13,15.694,20,0,191577.856,0.964919,975.779929,496.699242,839.902573,157462.254
14,17.234,20,0,189239.768,0.969908,1102.934889,530.356918,967.050624,154893.351
15,18.729,20,0,187408.533,0.974704,748.890224,370.710018,650.700123,152775.671
16,20.229,20,0,185896.045,0.979252,948.850835,471.132608,823.621256,151064.696
17,21.732,20,0,184658.166,0.983149,585.209894,304.937845,499.483264,149585.388
18,23.526,20,0,183623.014,0.986953,671.843999,287.927995,607.018804,148384.466
19,25.388,20,0,182749.748,0.990145,517.498918,246.784072,454.865641,147315.769
20,27.196,20,0,181995.182,0.993465,492.152275,232.783531,433.619291,146418.180
21,28.748,20,0,181341.144,0.996159,465.224671,206.176972,417.043224,145598.751
22,30.334,20,0,180760.181,0.999131,441.625743,200.047695,393.718449,144890.658
23,31.923,20,0,180244.836,1.001475,424.635718,179.965699,384.613885,144231.961
24,33.564,20,0,179780.413,1.004124,403.190538,176.648304,362.433424,143654.539
25,35.167,20,0,179362.078,1.006204,391.415427,160.828605,356.847581,143110.414
26,36.772,20,0,178980.813,1.008571,371.248803,158.827742,335.558374,142628.236
27,38.408,20,0,178633.372,1.010442,363.610272,146.082964,332.974770,142169.405
28,40.030,20,0,178313.793,1.012570,344.283274,144.656316,312.418826,141759.230
29,41.627,20,0,178019.841,1.014267,340.110910,134.143254,312.539627,141365.862
30,43.168,20,0,177747.406,1.016193,321.236321,132.897639,292.456820,141011.689
31,44.678,20,0,177494.884,1.017741,320.099728,124.261589,294.996430,140669.848
32,46.215,20,0,177259.370,1.019493,301.286790,123.103235,274.989679,140360.262
33,47.727,20,0,177039.649,1.020913,302.953015,116.010128,279.861000,140059.822
34,49.219,20,0,176833.641,1.022515,283.819901,114.937286,259.505601,139786.439
35,50.712,20,0,176640.376,1.023823,288.221512,109.029907,266.803522,139519.846
36,52.222,20,0,176458.356,1.025294,268.382095,108.056681,245.667871,139276.341
37,53.730,20,0,176286.768,1.026500,275.588455,103.022602,255.607785,139037.829
38,55.260,20,0,176124.536,1.027856,254.629834,102.160963,233.236983,138819.322
39,56.790,20,0,175970.949,1.028972,264.802543,97.774927,246.090330,138604.399
40,58.430,20,0,175825.241,1.030226,242.376269,96.999170,222.120275,138407.019
41,60.008,20,0,175686.775,1.031261,255.673269,93.138440,238.105127,138212.155
42,61.626,20,0,175555.020,1.032425,231.062742,92.498097,211.740626,138032.895
43,63.252,20,0,175429.386,1.033388,248.077787,89.000771,231.563061,137855.176
44,64.884,20,0,175309.517,1.034472,220.827998,88.489421,202.323076,137691.520
45,66.573,20,0,175194.861,1.035369,241.893355,85.280361,226.361780,137528.615
