iter,time,#cg,#ls,obj,test_loss,|G|,|G_U|,|G_V|,loss
1,1.946,3,1,18551996.650,2.089864,266943.180735,196552.100599,180626.502737,18053012.439
2,4.359,5,0,7039096.699,1.293555,168004.225478,137574.800707,96429.217506,6364464.612
3,8.206,9,0,4767733.449,1.012603,50171.101493,38445.966451,32234.253345,4170580.553
4,16.151,20,0,4064813.905,0.934220,35853.978919,15151.831528,32495.073560,3591236.688
5,24.066,20,0,3835990.582,0.919071,14841.736911,7433.384521,12846.086918,3377125.957
6,31.976,20,0,3596801.142,0.900149,29236.680152,14730.265590,25254.756819,3123782.523
7,39.920,20,0,3271263.385,0.875213,17386.462506,8551.309772,15138.169627,2756083.742
8,47.875,20,0,3051732.445,0.860606,18277.000634,7571.945911,16634.734362,2519817.273
9,55.809,20,0,2919258.464,0.854800,15599.161131,4797.596029,14843.075837,2366298.647
10,63.759,20,0,2821654.118,0.851862,14431.220973,4079.753669,13842.534045,2258724.985
11,71.678,20,0,2748027.759,0.851162,14385.298882,3105.011693,14046.199711,2176532.849
12,79.586,20,0,2692184.163,0.850708,11877.245620,2905.328682,11516.424305,2117235.437
13,87.492,20,0,2645404.307,0.851658,13217.189299,2379.089972,13001.308545,2066393.696
14,95.426,20,0,2608947.899,0.851988,10154.554016,2222.313456,9908.394934,2028074.750
15,103.502,20,0,2576970.406,0.853393,12161.351801,1890.185566,12013.562176,1994116.256
16,111.696,20,0,2551164.990,0.854155,8820.087523,1836.218005,8626.832985,1966793.403
17,120.045,20,0,2528049.333,0.855643,11124.000930,1634.443134,11003.271892,1942757.819
18,128.376,20,0,2508747.909,0.856582,7548.098616,1580.124195,7380.853625,1921946.174
19,136.741,20,0,2491312.855,0.857998,9804.670718,1442.230504,9698.017275,1904060.102
20,144.908,20,0,2476339.651,0.859062,6594.639393,1391.399626,6446.183041,1887616.324
21,152.879,20,0,2462707.312,0.860387,8857.444234,1292.950494,8762.567967,1873740.901
22,160.834,20,0,2450750.798,0.861504,5845.109224,1247.986431,5710.326760,1860378.987
23,168.769,20,0,2439801.997,0.862730,8145.921242,1168.729283,8061.644047,1849221.610
24,176.758,20,0,2430035.860,0.863849,5340.924413,1131.921967,5219.600200,1838142.854
25,184.714,20,0,2421036.256,0.865012,7516.413677,1069.792690,7439.893693,1828963.558
26,192.663,20,0,2412911.494,0.866105,4927.578828,1037.324280,4817.155949,1819596.925
27,200.593,20,0,2405384.467,0.867212,7013.427100,985.028260,6943.909491,1811885.413
28,208.527,20,0,2398526.025,0.868265,4561.784412,958.365331,4459.979026,1803857.400
29,216.451,20,0,2392140.329,0.869322,6549.579641,912.917366,6485.643789,1797278.891
30,224.372,20,0,2386279.178,0.870334,4213.930494,891.810131,4118.480897,1790311.434
31,232.309,20,0,2380799.232,0.871344,6075.006384,851.321513,6015.060619,1784631.925
32,240.246,20,0,2375739.335,0.872317,3884.970069,834.769527,3794.226176,1778522.431
33,248.188,20,0,2370990.388,0.873282,5625.588535,797.954591,5568.708543,1773570.809
34,256.148,20,0,2366582.826,0.874216,3601.875279,784.845112,3515.326965,1768163.294
35,264.089,20,0,2362429.507,0.875139,5248.591087,750.549431,5194.649550,1763803.605
36,272.072,20,0,2358557.186,0.876038,3367.760084,740.823332,3285.268448,1758980.803
37,280.044,20,0,2354894.343,0.876922,4936.880538,708.575466,4885.766087,1755107.492
38,287.995,20,0,2351465.626,0.877785,3169.671447,701.692168,3091.026558,1750775.322
39,295.924,20,0,2348211.441,0.878633,4668.759525,670.746318,4620.326274,1747303.369
40,303.835,20,0,2345154.554,0.879464,2993.526619,666.707644,2918.339003,1743392.125
41,311.756,20,0,2342244.812,0.880280,4424.836171,637.122316,4378.727017,1740258.924
42,319.667,20,0,2339502.933,0.881076,2834.831959,635.038464,2762.788155,1736706.206
43,327.605,20,0,2336886.900,0.881859,4186.192654,605.963489,4142.102991,1733857.371
44,335.535,20,0,2334414.973,0.882629,2690.395622,606.488720,2621.144795,1730624.855
45,343.466,20,0,2332051.598,0.883387,3946.673859,578.555348,3904.037430,1728023.373
46,351.398,20,0,2329812.860,0.884121,2558.553979,580.244389,2491.889827,1725063.555
47,359.326,20,0,2327667.029,0.884852,3737.142139,552.897765,3696.016157,1722670.768
48,367.269,20,0,2325629.570,0.885560,2441.985943,556.503518,2377.729837,1719959.104
49,375.208,20,0,2323671.465,0.886272,3570.637339,530.368402,3531.028230,1717747.970
50,383.156,20,0,2321808.232,0.886947,2338.644383,534.766989,2276.682195,1715247.363
51,391.095,20,0,2320013.709,0.887642,3427.797531,509.643641,3389.698994,1713193.929
52,399.106,20,0,2318302.841,0.888288,2244.698902,514.965875,2184.830270,1710883.124
53,407.040,20,0,2316652.045,0.888968,3298.257085,490.797408,3261.536095,1708968.153
54,414.966,20,0,2315075.466,0.889585,2157.926538,496.798568,2099.961458,1706825.595
55,422.902,20,0,2313551.727,0.890251,3178.704375,473.478556,3143.243478,1705033.573
56,430.824,20,0,2312094.178,0.890841,2077.340028,480.098816,2021.100374,1703041.781
57,438.745,20,0,2310683.326,0.891495,3067.772729,457.481258,3033.470029,1701358.975
58,446.687,20,0,2309331.791,0.892059,2002.148633,464.707307,1947.471763,1699502.994
59,454.653,20,0,2308021.713,0.892702,2964.381501,442.702644,2931.138355,1697918.329
60,462.601,20,0,2306765.026,0.893240,1931.659997,450.495001,1878.394154,1696184.695
61,470.555,20,0,2305545.305,0.893873,2867.496238,429.003278,2835.223247,1694688.510
62,478.527,20,0,2304373.835,0.894387,1865.353735,437.346812,1813.359402,1693065.622
63,486.493,20,0,2303235.460,0.895011,2776.418926,416.298523,2745.031437,1691649.821
64,494.485,20,0,2302140.852,0.895501,1802.805896,425.160967,1751.955265,1690127.311
65,502.452,20,0,2301075.982,0.896116,2690.566211,404.498533,2659.986367,1688784.832
66,510.443,20,0,2300050.951,0.896585,1743.673867,413.843915,1693.851165,1687353.631
67,518.429,20,0,2299052.733,0.897191,2609.480201,393.540352,2579.634259,1686078.482
68,526.416,20,0,2298090.893,0.897640,1687.675204,403.304917,1638.777819,1684730.366
69,534.388,20,0,2297153.307,0.898237,2532.768474,383.336908,2503.591212,1683517.200
70,542.345,20,0,2296249.036,0.898666,1634.578670,393.460803,1586.516948,1682245.052
71,550.301,20,0,2295366.771,0.899255,2460.110032,373.830294,2431.541133,1681089.349
72,558.255,20,0,2294515.100,0.899667,1584.179608,384.230344,1536.877377,1679886.507
73,566.208,20,0,2293683.448,0.900246,2391.201069,364.920842,2363.191768,1678784.043
74,574.167,20,0,2292879.965,0.900642,1536.296686,375.546730,1489.688612,1677644.975
75,582.116,20,0,2292094.743,0.901212,2325.775803,356.569702,2298.280038,1676592.288
76,590.126,20,0,2291335.521,0.901592,1490.764375,367.344915,1444.796226,1675511.470
77,598.094,20,0,2290592.992,0.902154,2263.589509,348.674513,2236.574066,1674505.070
78,606.042,20,0,2289874.521,0.902520,1447.450172,359.576102,1402.075970,1673478.256
79,613.987,20,0,2289171.340,0.903072,2204.469546,341.221965,2177.901180,1672515.395
80,621.950,20,0,2288490.472,0.903425,1406.222550,352.190570,1361.405032,1671538.031
81,629.890,20,0,2287823.638,0.903968,2148.225226,334.127713,2122.081594,1670615.833
