iter,time,#cg_U,#cg_V,obj,test_loss,|G|,|G_U|,|G_V|,loss
84,5736.818,122,200,149028.033,1.307068,108.432393,103.852352,31.181292,128360.403
85,5801.092,124,200,148925.169,1.307297,107.807931,103.574329,29.915021,128326.664
86,5864.689,122,200,148823.554,1.307525,107.295111,103.232644,29.244863,128293.496
87,5927.765,120,200,148723.237,1.307755,106.966148,102.906744,29.188334,128260.842
88,5992.005,125,200,148624.140,1.307985,106.526271,102.628002,28.554154,128228.668
89,6055.021,120,200,148526.244,1.308220,106.274046,102.243649,28.989810,128197.051
90,6118.711,121,200,148429.620,1.308457,106.582142,101.904293,31.229285,128165.917
91,6181.769,119,200,148334.202,1.308694,105.397084,101.647645,27.862190,128135.270
92,6245.953,124,200,148239.862,1.308934,104.949511,101.352054,27.242630,128105.068
93,6310.252,123,200,148146.667,1.309175,104.965599,101.015160,28.525679,128075.369
94,6373.381,117,200,148054.666,1.309418,104.802723,100.699489,29.038312,128046.188
95,6437.167,120,200,147963.745,1.309661,104.086004,100.428740,27.348938,128017.405
96,6502.027,126,200,147873.860,1.309903,103.700453,100.148919,26.906840,127989.069
97,6563.089,104,200,147785.181,1.310161,103.644507,99.853670,27.774597,127961.308
98,6629.044,130,200,147697.393,1.310391,102.819206,99.570841,25.640528,127933.847
99,6689.380,104,200,147610.791,1.310649,102.789061,99.301948,26.546455,127906.978
100,6753.554,124,200,147525.061,1.310879,102.315832,98.998898,25.840814,127880.402
