iter,tr_rmse,va_rmse,obj,time
575,0.7855,0.9265,5.3501e+07,1251.07
576,0.7855,0.9266,5.3501e+07,1253.29
577,0.7855,0.9265,5.3501e+07,1255.53
578,0.7855,0.9265,5.3501e+07,1257.76
579,0.7855,0.9265,5.3500e+07,1259.99
580,0.7855,0.9265,5.3500e+07,1262.23
581,0.7855,0.9266,5.3500e+07,1264.47
582,0.7855,0.9265,5.3500e+07,1266.70
583,0.7855,0.9266,5.3500e+07,1268.93
584,0.7855,0.9265,5.3500e+07,1271.17
585,0.7854,0.9265,5.3500e+07,1273.40
586,0.7854,0.9265,5.3500e+07,1275.63
587,0.7854,0.9265,5.3500e+07,1277.65
588,0.7854,0.9265,5.3500e+07,1279.67
589,0.7854,0.9265,5.3500e+07,1281.69
590,0.7854,0.9265,5.3500e+07,1283.71
591,0.7854,0.9265,5.3500e+07,1285.74
592,0.7854,0.9266,5.3500e+07,1287.76
593,0.7854,0.9265,5.3500e+07,1289.79
594,0.7854,0.9265,5.3500e+07,1291.82
595,0.7854,0.9265,5.3499e+07,1293.86
596,0.7854,0.9266,5.3499e+07,1295.89
597,0.7854,0.9265,5.3499e+07,1297.92
598,0.7854,0.9266,5.3499e+07,1299.95
599,0.7854,0.9266,5.3499e+07,1301.98
600,0.7854,0.9266,5.3499e+07,1304.01
601,0.7854,0.9266,5.3499e+07,1306.13
602,0.7854,0.9266,5.3498e+07,1308.15
603,0.7853,0.9266,5.3499e+07,1310.21
604,0.7853,0.9265,5.3499e+07,1312.25
605,0.7853,0.9266,5.3499e+07,1314.36
606,0.7853,0.9266,5.3498e+07,1316.38
607,0.7853,0.9266,5.3498e+07,1318.73
608,0.7853,0.9266,5.3498e+07,1320.82
609,0.7853,0.9266,5.3498e+07,1323.07
610,0.7853,0.9266,5.3498e+07,1325.32
611,0.7853,0.9265,5.3498e+07,1327.58
612,0.7853,0.9266,5.3498e+07,1329.55
613,0.7853,0.9266,5.3497e+07,1331.51
614,0.7853,0.9266,5.3498e+07,1333.47
615,0.7853,0.9266,5.3498e+07,1335.47
616,0.7853,0.9266,5.3498e+07,1337.45
617,0.7853,0.9266,5.3498e+07,1339.43
618,0.7853,0.9266,5.3498e+07,1341.43
619,0.7853,0.9266,5.3497e+07,1343.41
620,0.7853,0.9266,5.3497e+07,1345.40
621,0.7853,0.9266,5.3497e+07,1347.38
622,0.7853,0.9266,5.3497e+07,1349.37
623,0.7852,0.9266,5.3497e+07,1351.35
624,0.7852,0.9266,5.3497e+07,1353.35
625,0.7852,0.9266,5.3497e+07,1355.33
626,0.7852,0.9266,5.3497e+07,1357.31
627,0.7852,0.9266,5.3497e+07,1359.30
628,0.7852,0.9266,5.3497e+07,1361.29
629,0.7852,0.9266,5.3496e+07,1363.28
630,0.7852,0.9266,5.3497e+07,1365.28
631,0.7852,0.9266,5.3497e+07,1367.27
632,0.7852,0.9266,5.3496e+07,1369.27
633,0.7852,0.9266,5.3496e+07,1371.27
634,0.7852,0.9266,5.3497e+07,1373.26
635,0.7852,0.9266,5.3496e+07,1375.27
636,0.7852,0.9266,5.3496e+07,1377.27
637,0.7852,0.9266,5.3496e+07,1379.28
638,0.7852,0.9266,5.3496e+07,1382.03
639,0.7852,0.9266,5.3496e+07,1384.81
640,0.7852,0.9266,5.3496e+07,1387.48
641,0.7852,0.9266,5.3496e+07,1389.74
642,0.7852,0.9266,5.3496e+07,1392.02
643,0.7852,0.9266,5.3495e+07,1394.30
644,0.7851,0.9266,5.3496e+07,1396.58
645,0.7852,0.9266,5.3495e+07,1398.85
646,0.7851,0.9266,5.3495e+07,1401.61
647,0.7851,0.9266,5.3495e+07,1404.37
648,0.7851,0.9266,5.3495e+07,1407.12
649,0.7851,0.9266,5.3495e+07,1409.87
650,0.7851,0.9266,5.3495e+07,1412.64
651,0.7851,0.9266,5.3495e+07,1415.40
652,0.7851,0.9266,5.3495e+07,1418.18
653,0.7851,0.9266,5.3495e+07,1420.43
654,0.7851,0.9266,5.3495e+07,1422.70
655,0.7851,0.9266,5.3495e+07,1424.96
656,0.7851,0.9266,5.3495e+07,1427.22
657,0.7851,0.9266,5.3495e+07,1429.48
658,0.7851,0.9266,5.3495e+07,1431.72
659,0.7851,0.9266,5.3495e+07,1433.74
660,0.7851,0.9266,5.3494e+07,1435.76
661,0.7851,0.9266,5.3494e+07,1437.77
662,0.7851,0.9266,5.3494e+07,1439.79
663,0.7851,0.9266,5.3494e+07,1441.80
664,0.7851,0.9266,5.3494e+07,1443.81
665,0.7851,0.9266,5.3494e+07,1445.81
666,0.7851,0.9266,5.3494e+07,1447.82
667,0.7851,0.9266,5.3494e+07,1449.83
668,0.7850,0.9266,5.3494e+07,1451.82
669,0.7851,0.9266,5.3494e+07,1453.82
670,0.7850,0.9266,5.3494e+07,1455.83
671,0.7850,0.9266,5.3494e+07,1457.83
672,0.7850,0.9266,5.3494e+07,1459.84
673,0.7850,0.9266,5.3494e+07,1461.84
674,0.7850,0.9266,5.3494e+07,1463.84
675,0.7850,0.9266,5.3494e+07,1465.84
676,0.7850,0.9266,5.3493e+07,1467.85
677,0.7850,0.9266,5.3494e+07,1469.87
678,0.7850,0.9266,5.3493e+07,1471.87
679,0.7850,0.9266,5.3493e+07,1473.87
680,0.7850,0.9266,5.3493e+07,1475.87
681,0.7850,0.9266,5.3493e+07,1477.88
682,0.7850,0.9266,5.3493e+07,1479.89
683,0.7850,0.9266,5.3493e+07,1481.88
684,0.7850,0.9266,5.3493e+07,1483.88
685,0.7850,0.9266,5.3493e+07,1485.89
686,0.7850,0.9267,5.3493e+07,1487.90
687,0.7850,0.9266,5.3493e+07,1489.89
688,0.7850,0.9266,5.3493e+07,1491.89
689,0.7850,0.9266,5.3493e+07,1493.89
690,0.7850,0.9266,5.3493e+07,1495.88
691,0.7850,0.9266,5.3492e+07,1497.88
692,0.7850,0.9266,5.3493e+07,1499.87
693,0.7850,0.9267,5.3492e+07,1501.87
694,0.7849,0.9266,5.3493e+07,1503.86
695,0.7850,0.9267,5.3492e+07,1505.85
696,0.7849,0.9267,5.3492e+07,1507.84
697,0.7849,0.9266,5.3492e+07,1509.83
698,0.7849,0.9266,5.3492e+07,1511.81
699,0.7849,0.9267,5.3492e+07,1513.81
700,0.7849,0.9266,5.3493e+07,1515.82
701,0.7849,0.9266,5.3492e+07,1517.82
702,0.7849,0.9266,5.3492e+07,1519.85
703,0.7849,0.9267,5.3492e+07,1521.85
704,0.7849,0.9267,5.3492e+07,1523.90
705,0.7849,0.9266,5.3492e+07,1525.89
706,0.7849,0.9266,5.3492e+07,1527.90
707,0.7849,0.9267,5.3492e+07,1529.90
708,0.7849,0.9266,5.3492e+07,1531.89
709,0.7849,0.9267,5.3492e+07,1533.88
710,0.7849,0.9266,5.3492e+07,1535.89
711,0.7849,0.9266,5.3492e+07,1537.91
712,0.7849,0.9266,5.3492e+07,1539.90
713,0.7849,0.9266,5.3491e+07,1541.90
714,0.7849,0.9266,5.3491e+07,1543.90
715,0.7849,0.9266,5.3491e+07,1545.90
716,0.7849,0.9266,5.3491e+07,1548.16
717,0.7849,0.9266,5.3491e+07,1550.42
718,0.7849,0.9267,5.3491e+07,1552.68
719,0.7849,0.9267,5.3491e+07,1554.94
720,0.7849,0.9267,5.3491e+07,1557.20
721,0.7848,0.9267,5.3491e+07,1559.29
722,0.7849,0.9267,5.3491e+07,1561.29
723,0.7849,0.9267,5.3491e+07,1563.30
724,0.7848,0.9267,5.3491e+07,1565.30
725,0.7848,0.9266,5.3491e+07,1567.31
726,0.7848,0.9267,5.3491e+07,1569.31
727,0.7848,0.9266,5.3491e+07,1571.32
728,0.7848,0.9266,5.3491e+07,1573.33
729,0.7848,0.9267,5.3491e+07,1575.33
730,0.7848,0.9267,5.3491e+07,1577.33
731,0.7848,0.9267,5.3491e+07,1579.33
732,0.7848,0.9267,5.3491e+07,1581.34
733,0.7848,0.9266,5.3491e+07,1583.34
734,0.7848,0.9267,5.3491e+07,1585.35
735,0.7848,0.9267,5.3490e+07,1587.35
736,0.7848,0.9267,5.3491e+07,1589.36
737,0.7848,0.9267,5.3490e+07,1591.37
738,0.7848,0.9267,5.3490e+07,1593.37
739,0.7848,0.9267,5.3490e+07,1595.38
740,0.7848,0.9267,5.3490e+07,1597.37
741,0.7848,0.9267,5.3490e+07,1599.38
742,0.7848,0.9267,5.3490e+07,1601.39
743,0.7848,0.9267,5.3490e+07,1603.39
744,0.7848,0.9267,5.3490e+07,1605.40
745,0.7848,0.9267,5.3490e+07,1607.40
746,0.7848,0.9267,5.3490e+07,1609.41
747,0.7848,0.9267,5.3490e+07,1611.41
748,0.7848,0.9267,5.3490e+07,1613.41
749,0.7848,0.9267,5.3490e+07,1615.41
750,0.7848,0.9267,5.3490e+07,1617.41
751,0.7848,0.9267,5.3489e+07,1619.42
752,0.7847,0.9267,5.3490e+07,1621.43
753,0.7848,0.9267,5.3489e+07,1623.42
754,0.7847,0.9267,5.3490e+07,1625.43
755,0.7848,0.9267,5.3489e+07,1627.43
756,0.7848,0.9267,5.3489e+07,1629.44
757,0.7847,0.9267,5.3490e+07,1631.44
758,0.7847,0.9267,5.3489e+07,1633.45
759,0.7847,0.9267,5.3489e+07,1635.46
760,0.7847,0.9267,5.3489e+07,1637.48
761,0.7847,0.9267,5.3489e+07,1639.47
762,0.7847,0.9267,5.3489e+07,1641.48
763,0.7847,0.9267,5.3489e+07,1643.74
764,0.7847,0.9267,5.3489e+07,1646.01
765,0.7847,0.9267,5.3489e+07,1648.02
766,0.7847,0.9267,5.3489e+07,1650.03
767,0.7847,0.9267,5.3489e+07,1652.04
768,0.7847,0.9267,5.3489e+07,1654.04
769,0.7847,0.9267,5.3489e+07,1656.04
770,0.7847,0.9267,5.3489e+07,1658.05
771,0.7847,0.9267,5.3489e+07,1660.06
772,0.7847,0.9267,5.3489e+07,1662.06
773,0.7847,0.9267,5.3489e+07,1664.07
774,0.7847,0.9267,5.3488e+07,1666.08
775,0.7847,0.9267,5.3489e+07,1668.08
776,0.7847,0.9267,5.3488e+07,1670.09
777,0.7847,0.9267,5.3489e+07,1672.10
778,0.7847,0.9267,5.3489e+07,1674.10
779,0.7847,0.9267,5.3488e+07,1676.11
780,0.7847,0.9267,5.3488e+07,1678.12
781,0.7847,0.9267,5.3489e+07,1680.13
782,0.7847,0.9267,5.3488e+07,1682.13
783,0.7847,0.9267,5.3488e+07,1684.15
784,0.7847,0.9267,5.3488e+07,1686.16
785,0.7847,0.9267,5.3488e+07,1688.17
786,0.7847,0.9267,5.3488e+07,1690.17
787,0.7847,0.9267,5.3488e+07,1692.43
788,0.7846,0.9267,5.3488e+07,1694.68
789,0.7847,0.9267,5.3488e+07,1696.94
790,0.7846,0.9267,5.3488e+07,1699.28
791,0.7846,0.9267,5.3488e+07,1701.53
792,0.7847,0.9267,5.3488e+07,1703.79
793,0.7846,0.9267,5.3488e+07,1706.06
794,0.7846,0.9267,5.3488e+07,1708.43
795,0.7846,0.9267,5.3488e+07,1710.65
796,0.7846,0.9267,5.3488e+07,1712.65
797,0.7846,0.9267,5.3488e+07,1714.65
798,0.7846,0.9267,5.3487e+07,1716.65
799,0.7846,0.9267,5.3488e+07,1718.66
800,0.7846,0.9267,5.3487e+07,1720.64
801,0.7846,0.9267,5.3488e+07,1722.61
802,0.7846,0.9267,5.3488e+07,1724.60
803,0.7846,0.9267,5.3488e+07,1726.57
804,0.7846,0.9267,5.3487e+07,1728.55
805,0.7846,0.9267,5.3487e+07,1730.53
806,0.7846,0.9267,5.3487e+07,1732.52
807,0.7846,0.9267,5.3487e+07,1734.50
808,0.7846,0.9267,5.3487e+07,1736.49
809,0.7846,0.9267,5.3487e+07,1738.49
810,0.7846,0.9267,5.3487e+07,1740.48
811,0.7846,0.9267,5.3487e+07,1742.48
812,0.7846,0.9267,5.3487e+07,1744.49
813,0.7846,0.9267,5.3487e+07,1746.48
814,0.7846,0.9267,5.3487e+07,1749.21
815,0.7846,0.9267,5.3487e+07,1751.95
816,0.7846,0.9267,5.3487e+07,1754.69
817,0.7846,0.9267,5.3487e+07,1757.45
818,0.7846,0.9267,5.3487e+07,1760.18
819,0.7846,0.9267,5.3487e+07,1762.94
820,0.7846,0.9267,5.3487e+07,1765.58
821,0.7846,0.9267,5.3487e+07,1767.58
822,0.7846,0.9267,5.3487e+07,1769.56
823,0.7846,0.9267,5.3487e+07,1771.55
824,0.7846,0.9267,5.3487e+07,1773.53
825,0.7846,0.9267,5.3487e+07,1775.51
826,0.7845,0.9267,5.3487e+07,1777.50
827,0.7846,0.9267,5.3486e+07,1779.50
828,0.7846,0.9267,5.3486e+07,1781.51
829,0.7845,0.9267,5.3487e+07,1783.52
830,0.7845,0.9267,5.3486e+07,1785.52
831,0.7845,0.9268,5.3487e+07,1787.53
832,0.7845,0.9267,5.3486e+07,1789.53
833,0.7845,0.9267,5.3487e+07,1791.54
834,0.7845,0.9267,5.3486e+07,1793.55
835,0.7845,0.9267,5.3486e+07,1795.56
836,0.7845,0.9267,5.3486e+07,1797.57
837,0.7845,0.9267,5.3486e+07,1799.57
838,0.7845,0.9267,5.3486e+07,1801.57
839,0.7845,0.9267,5.3486e+07,1803.61
840,0.7845,0.9268,5.3486e+07,1805.62
841,0.7845,0.9267,5.3486e+07,1807.61
842,0.7845,0.9267,5.3486e+07,1809.62
843,0.7845,0.9268,5.3486e+07,1811.62
844,0.7845,0.9267,5.3486e+07,1813.62
845,0.7845,0.9268,5.3486e+07,1815.61
846,0.7845,0.9267,5.3486e+07,1817.62
847,0.7845,0.9267,5.3486e+07,1819.61
848,0.7845,0.9267,5.3486e+07,1821.62
849,0.7845,0.9267,5.3486e+07,1823.62
850,0.7845,0.9268,5.3486e+07,1825.61
851,0.7845,0.9267,5.3486e+07,1827.61
852,0.7845,0.9267,5.3486e+07,1829.60
853,0.7845,0.9268,5.3486e+07,1831.60
854,0.7845,0.9267,5.3486e+07,1833.58
855,0.7845,0.9267,5.3486e+07,1835.57
856,0.7845,0.9268,5.3486e+07,1837.56
857,0.7845,0.9267,5.3486e+07,1839.55
858,0.7845,0.9268,5.3485e+07,1841.55
859,0.7845,0.9267,5.3485e+07,1843.54
860,0.7845,0.9268,5.3486e+07,1845.54
861,0.7845,0.9267,5.3486e+07,1848.29
862,0.7845,0.9268,5.3485e+07,1851.06
863,0.7845,0.9267,5.3485e+07,1853.61
864,0.7845,0.9268,5.3485e+07,1855.98
865,0.7845,0.9268,5.3485e+07,1858.00
866,0.7845,0.9267,5.3485e+07,1860.02
867,0.7844,0.9267,5.3485e+07,1862.28
868,0.7845,0.9268,5.3485e+07,1864.56
869,0.7845,0.9268,5.3485e+07,1866.83
870,0.7845,0.9268,5.3485e+07,1868.86
871,0.7845,0.9267,5.3485e+07,1870.87
872,0.7844,0.9268,5.3485e+07,1872.86
873,0.7844,0.9268,5.3485e+07,1874.87
874,0.7844,0.9267,5.3485e+07,1876.87
875,0.7844,0.9268,5.3485e+07,1878.87
876,0.7845,0.9267,5.3485e+07,1880.88
877,0.7844,0.9268,5.3485e+07,1882.89
878,0.7844,0.9267,5.3485e+07,1884.89
879,0.7844,0.9268,5.3485e+07,1886.89
880,0.7844,0.9268,5.3485e+07,1888.90
881,0.7844,0.9268,5.3485e+07,1890.91
882,0.7844,0.9268,5.3485e+07,1892.91
883,0.7844,0.9268,5.3485e+07,1894.90
884,0.7844,0.9268,5.3485e+07,1896.90
885,0.7844,0.9267,5.3485e+07,1898.90
886,0.7844,0.9268,5.3485e+07,1900.89
887,0.7844,0.9268,5.3485e+07,1902.90
888,0.7844,0.9268,5.3485e+07,1904.90
889,0.7844,0.9268,5.3484e+07,1906.94
890,0.7844,0.9268,5.3485e+07,1908.93
891,0.7844,0.9267,5.3484e+07,1910.92
892,0.7844,0.9268,5.3485e+07,1912.92
893,0.7844,0.9268,5.3485e+07,1914.91
894,0.7844,0.9268,5.3484e+07,1916.93
895,0.7844,0.9268,5.3485e+07,1918.92
896,0.7844,0.9268,5.3484e+07,1920.94
897,0.7844,0.9268,5.3484e+07,1922.93
898,0.7844,0.9268,5.3484e+07,1924.95
899,0.7844,0.9268,5.3484e+07,1926.94
900,0.7844,0.9268,5.3484e+07,1928.93
901,0.7844,0.9267,5.3484e+07,1930.93
902,0.7844,0.9267,5.3484e+07,1932.93
903,0.7844,0.9268,5.3484e+07,1934.92
904,0.7844,0.9268,5.3484e+07,1936.92
905,0.7844,0.9268,5.3484e+07,1938.91
906,0.7844,0.9268,5.3484e+07,1940.91
907,0.7844,0.9267,5.3484e+07,1942.91
908,0.7844,0.9268,5.3484e+07,1945.17
909,0.7844,0.9268,5.3484e+07,1947.43
910,0.7844,0.9268,5.3484e+07,1949.69
911,0.7844,0.9268,5.3484e+07,1951.96
912,0.7844,0.9268,5.3484e+07,1954.22
913,0.7844,0.9268,5.3484e+07,1956.48
914,0.7844,0.9268,5.3484e+07,1958.74
915,0.7844,0.9268,5.3484e+07,1960.99
916,0.7844,0.9268,5.3484e+07,1963.76
917,0.7844,0.9268,5.3484e+07,1966.51
918,0.7844,0.9268,5.3484e+07,1969.25
919,0.7844,0.9268,5.3484e+07,1971.99
920,0.7844,0.9268,5.3483e+07,1973.99
921,0.7844,0.9268,5.3484e+07,1975.99
922,0.7843,0.9268,5.3484e+07,1977.98
923,0.7843,0.9268,5.3483e+07,1979.98
924,0.7843,0.9268,5.3484e+07,1981.97
925,0.7843,0.9268,5.3484e+07,1983.96
926,0.7843,0.9268,5.3483e+07,1985.95
927,0.7843,0.9268,5.3484e+07,1987.95
928,0.7843,0.9268,5.3483e+07,1989.95
929,0.7843,0.9268,5.3483e+07,1991.94
930,0.7843,0.9268,5.3483e+07,1993.94
931,0.7843,0.9268,5.3483e+07,1995.93
932,0.7843,0.9268,5.3483e+07,1997.91
933,0.7843,0.9268,5.3483e+07,1999.90
934,0.7843,0.9268,5.3483e+07,2001.89
935,0.7843,0.9268,5.3483e+07,2003.88
936,0.7843,0.9268,5.3483e+07,2005.87
937,0.7843,0.9268,5.3483e+07,2007.86
938,0.7843,0.9268,5.3483e+07,2009.86
939,0.7843,0.9268,5.3483e+07,2011.84
940,0.7843,0.9268,5.3483e+07,2013.82
941,0.7843,0.9268,5.3483e+07,2015.81
942,0.7843,0.9268,5.3483e+07,2017.81
943,0.7843,0.9268,5.3483e+07,2019.80
944,0.7843,0.9268,5.3483e+07,2021.80
945,0.7843,0.9268,5.3483e+07,2023.79
946,0.7843,0.9268,5.3483e+07,2025.80
947,0.7843,0.9268,5.3483e+07,2027.81
948,0.7843,0.9268,5.3483e+07,2029.81
949,0.7843,0.9268,5.3483e+07,2031.80
950,0.7843,0.9268,5.3483e+07,2033.79
951,0.7843,0.9268,5.3483e+07,2035.78
952,0.7843,0.9268,5.3483e+07,2037.78
953,0.7843,0.9268,5.3483e+07,2039.77
954,0.7843,0.9268,5.3483e+07,2041.76
955,0.7843,0.9268,5.3483e+07,2043.76
956,0.7843,0.9268,5.3483e+07,2045.77
957,0.7843,0.9268,5.3483e+07,2047.77
958,0.7843,0.9268,5.3482e+07,2049.78
959,0.7843,0.9268,5.3483e+07,2052.03
960,0.7843,0.9268,5.3483e+07,2054.16
961,0.7843,0.9268,5.3482e+07,2056.24
962,0.7843,0.9268,5.3482e+07,2058.23
963,0.7843,0.9268,5.3482e+07,2060.89
964,0.7843,0.9268,5.3482e+07,2063.13
965,0.7843,0.9268,5.3482e+07,2065.37
966,0.7843,0.9268,5.3482e+07,2067.61
967,0.7843,0.9268,5.3482e+07,2069.86
968,0.7843,0.9268,5.3482e+07,2072.16
969,0.7843,0.9268,5.3482e+07,2074.38
970,0.7843,0.9268,5.3482e+07,2076.58
971,0.7843,0.9268,5.3482e+07,2078.80
972,0.7843,0.9268,5.3482e+07,2081.02
973,0.7843,0.9268,5.3482e+07,2083.23
974,0.7843,0.9268,5.3482e+07,2085.46
975,0.7843,0.9268,5.3482e+07,2087.69
976,0.7842,0.9268,5.3482e+07,2089.91
977,0.7843,0.9268,5.3482e+07,2092.13
978,0.7842,0.9268,5.3482e+07,2094.35
979,0.7842,0.9268,5.3482e+07,2096.58
980,0.7842,0.9268,5.3482e+07,2098.80
981,0.7842,0.9268,5.3482e+07,2101.03
982,0.7842,0.9268,5.3482e+07,2103.26
983,0.7842,0.9268,5.3482e+07,2105.49
984,0.7842,0.9268,5.3482e+07,2107.71
985,0.7842,0.9268,5.3482e+07,2109.94
986,0.7842,0.9268,5.3482e+07,2112.18
987,0.7842,0.9268,5.3482e+07,2114.40
988,0.7842,0.9268,5.3482e+07,2116.63
989,0.7842,0.9268,5.3482e+07,2118.87
990,0.7842,0.9268,5.3482e+07,2121.07
991,0.7842,0.9268,5.3482e+07,2123.32
992,0.7842,0.9268,5.3482e+07,2125.52
993,0.7842,0.9268,5.3482e+07,2127.52
994,0.7842,0.9268,5.3482e+07,2129.54
995,0.7842,0.9268,5.3482e+07,2131.57
996,0.7842,0.9268,5.3482e+07,2133.58
997,0.7842,0.9268,5.3482e+07,2135.58
998,0.7842,0.9268,5.3482e+07,2137.58
999,0.7842,0.9268,5.3481e+07,2139.58
