iter,tr_rmse,va_rmse,obj,time
137,1.0350,1.0405,1.8917e+06,4.11
138,1.0346,1.0408,1.8917e+06,4.14
139,1.0346,1.0408,1.8917e+06,4.16
140,1.0346,1.0410,1.8917e+06,4.20
141,1.0349,1.0411,1.8917e+06,4.23
142,1.0347,1.0406,1.8917e+06,4.26
143,1.0345,1.0406,1.8917e+06,4.29
144,1.0345,1.0413,1.8917e+06,4.33
145,1.0345,1.0415,1.8917e+06,4.36
146,1.0348,1.0414,1.8917e+06,4.39
147,1.0347,1.0407,1.8917e+06,4.42
148,1.0346,1.0405,1.8917e+06,4.46
149,1.0348,1.0405,1.8917e+06,4.49
150,1.0343,1.0412,1.8917e+06,4.52
151,1.0347,1.0407,1.8917e+06,4.55
152,1.0345,1.0411,1.8917e+06,4.58
153,1.0346,1.0407,1.8917e+06,4.62
154,1.0345,1.0408,1.8917e+06,4.65
155,1.0344,1.0411,1.8917e+06,4.68
156,1.0346,1.0411,1.8917e+06,4.71
157,1.0348,1.0405,1.8917e+06,4.75
158,1.0344,1.0415,1.8917e+06,4.78
159,1.0347,1.0412,1.8917e+06,4.81
160,1.0344,1.0411,1.8917e+06,4.84
161,1.0345,1.0413,1.8917e+06,4.87
162,1.0345,1.0413,1.8917e+06,4.91
163,1.0344,1.0413,1.8917e+06,4.94
164,1.0347,1.0413,1.8917e+06,4.97
165,1.0345,1.0413,1.8917e+06,5.00
166,1.0346,1.0409,1.8917e+06,5.03
167,1.0345,1.0407,1.8917e+06,5.07
168,1.0346,1.0406,1.8917e+06,5.09
169,1.0342,1.0408,1.8917e+06,5.12
170,1.0347,1.0408,1.8917e+06,5.15
171,1.0344,1.0411,1.8917e+06,5.17
172,1.0344,1.0409,1.8917e+06,5.20
173,1.0343,1.0414,1.8917e+06,5.23
174,1.0346,1.0413,1.8917e+06,5.26
175,1.0346,1.0411,1.8916e+06,5.30
176,1.0344,1.0409,1.8917e+06,5.33
177,1.0343,1.0411,1.8916e+06,5.36
178,1.0345,1.0410,1.8917e+06,5.39
179,1.0344,1.0411,1.8917e+06,5.42
180,1.0343,1.0410,1.8917e+06,5.45
181,1.0345,1.0409,1.8917e+06,5.48
182,1.0343,1.0416,1.8917e+06,5.51
183,1.0345,1.0407,1.8917e+06,5.55
184,1.0344,1.0410,1.8917e+06,5.58
185,1.0341,1.0413,1.8917e+06,5.61
186,1.0346,1.0409,1.8917e+06,5.64
187,1.0343,1.0413,1.8917e+06,5.67
188,1.0345,1.0407,1.8916e+06,5.70
189,1.0344,1.0408,1.8916e+06,5.73
190,1.0345,1.0410,1.8916e+06,5.76
191,1.0343,1.0406,1.8916e+06,5.79
192,1.0342,1.0407,1.8916e+06,5.82
193,1.0344,1.0405,1.8917e+06,5.86
194,1.0342,1.0409,1.8917e+06,5.88
195,1.0344,1.0408,1.8916e+06,5.91
196,1.0341,1.0410,1.8916e+06,5.94
197,1.0344,1.0411,1.8916e+06,5.97
198,1.0342,1.0413,1.8917e+06,6.00
199,1.0345,1.0408,1.8916e+06,6.02
200,1.0343,1.0408,1.8916e+06,6.05
201,1.0342,1.0409,1.8916e+06,6.08
202,1.0345,1.0404,1.8916e+06,6.11
203,1.0338,1.0412,1.8916e+06,6.14
204,1.0345,1.0408,1.8916e+06,6.17
205,1.0343,1.0409,1.8916e+06,6.20
206,1.0343,1.0407,1.8916e+06,6.23
207,1.0342,1.0408,1.8916e+06,6.27
208,1.0344,1.0403,1.8916e+06,6.30
209,1.0339,1.0413,1.8916e+06,6.33
210,1.0344,1.0409,1.8916e+06,6.36
211,1.0342,1.0410,1.8916e+06,6.39
212,1.0343,1.0412,1.8916e+06,6.42
213,1.0344,1.0405,1.8916e+06,6.45
214,1.0342,1.0403,1.8916e+06,6.48
215,1.0339,1.0412,1.8916e+06,6.51
216,1.0343,1.0411,1.8916e+06,6.55
217,1.0344,1.0409,1.8916e+06,6.58
218,1.0341,1.0407,1.8916e+06,6.62
219,1.0343,1.0411,1.8916e+06,6.65
220,1.0342,1.0411,1.8916e+06,6.69
221,1.0342,1.0408,1.8916e+06,6.73
222,1.0341,1.0408,1.8916e+06,6.76
223,1.0340,1.0412,1.8916e+06,6.79
224,1.0342,1.0414,1.8916e+06,6.81
225,1.0344,1.0404,1.8916e+06,6.84
226,1.0341,1.0411,1.8916e+06,6.87
227,1.0342,1.0410,1.8916e+06,6.89
228,1.0342,1.0407,1.8916e+06,6.92
229,1.0340,1.0412,1.8916e+06,6.94
230,1.0342,1.0410,1.8916e+06,6.99
231,1.0342,1.0411,1.8916e+06,7.02
232,1.0344,1.0406,1.8916e+06,7.04
233,1.0341,1.0408,1.8916e+06,7.07
234,1.0339,1.0412,1.8916e+06,7.10
235,1.0341,1.0411,1.8916e+06,7.13
236,1.0341,1.0411,1.8916e+06,7.16
237,1.0343,1.0404,1.8916e+06,7.19
238,1.0340,1.0412,1.8916e+06,7.22
239,1.0343,1.0408,1.8916e+06,7.26
240,1.0341,1.0407,1.8916e+06,7.29
241,1.0341,1.0408,1.8916e+06,7.32
242,1.0341,1.0407,1.8916e+06,7.35
243,1.0343,1.0409,1.8916e+06,7.39
244,1.0340,1.0405,1.8916e+06,7.42
245,1.0339,1.0408,1.8916e+06,7.45
246,1.0341,1.0412,1.8916e+06,7.48
247,1.0341,1.0409,1.8916e+06,7.51
248,1.0340,1.0411,1.8916e+06,7.54
249,1.0342,1.0408,1.8916e+06,7.57
250,1.0339,1.0410,1.8916e+06,7.60
251,1.0341,1.0409,1.8916e+06,7.63
252,1.0342,1.0404,1.8916e+06,7.65
253,1.0341,1.0407,1.8916e+06,7.68
254,1.0342,1.0405,1.8916e+06,7.71
255,1.0338,1.0405,1.8916e+06,7.74
256,1.0339,1.0410,1.8916e+06,7.77
257,1.0340,1.0410,1.8916e+06,7.80
258,1.0341,1.0409,1.8916e+06,7.82
259,1.0340,1.0411,1.8916e+06,7.85
260,1.0342,1.0405,1.8916e+06,7.88
261,1.0339,1.0412,1.8916e+06,7.92
262,1.0341,1.0410,1.8916e+06,7.95
263,1.0340,1.0409,1.8916e+06,7.98
264,1.0341,1.0406,1.8916e+06,8.02
265,1.0341,1.0407,1.8916e+06,8.04
266,1.0340,1.0408,1.8916e+06,8.07
267,1.0341,1.0404,1.8916e+06,8.10
268,1.0338,1.0408,1.8916e+06,8.13
269,1.0340,1.0410,1.8916e+06,8.15
270,1.0340,1.0415,1.8916e+06,8.18
271,1.0342,1.0407,1.8916e+06,8.21
272,1.0341,1.0405,1.8916e+06,8.24
273,1.0338,1.0411,1.8916e+06,8.26
274,1.0341,1.0406,1.8916e+06,8.29
275,1.0340,1.0405,1.8916e+06,8.32
276,1.0339,1.0410,1.8916e+06,8.35
277,1.0340,1.0412,1.8916e+06,8.38
278,1.0340,1.0410,1.8916e+06,8.41
279,1.0343,1.0403,1.8916e+06,8.44
280,1.0338,1.0410,1.8916e+06,8.46
281,1.0341,1.0405,1.8916e+06,8.49
282,1.0339,1.0407,1.8916e+06,8.52
283,1.0339,1.0411,1.8916e+06,8.55
284,1.0339,1.0409,1.8916e+06,8.58
285,1.0340,1.0409,1.8916e+06,8.60
286,1.0337,1.0412,1.8916e+06,8.63
287,1.0342,1.0408,1.8916e+06,8.66
288,1.0339,1.0412,1.8916e+06,8.69
289,1.0341,1.0407,1.8916e+06,8.71
290,1.0340,1.0408,1.8916e+06,8.74
291,1.0338,1.0408,1.8916e+06,8.77
292,1.0339,1.0411,1.8916e+06,8.79
293,1.0341,1.0407,1.8916e+06,8.82
294,1.0338,1.0410,1.8916e+06,8.85
295,1.0340,1.0412,1.8916e+06,8.88
296,1.0339,1.0411,1.8916e+06,8.92
297,1.0339,1.0412,1.8916e+06,8.95
298,1.0342,1.0408,1.8916e+06,8.98
299,1.0339,1.0409,1.8916e+06,9.01
300,1.0339,1.0411,1.8916e+06,9.04
301,1.0340,1.0411,1.8916e+06,9.07
302,1.0341,1.0405,1.8916e+06,9.09
303,1.0339,1.0408,1.8916e+06,9.12
304,1.0339,1.0405,1.8916e+06,9.14
305,1.0338,1.0409,1.8916e+06,9.17
306,1.0340,1.0408,1.8916e+06,9.20
307,1.0338,1.0410,1.8916e+06,9.23
308,1.0340,1.0411,1.8916e+06,9.26
309,1.0341,1.0407,1.8916e+06,9.29
310,1.0337,1.0410,1.8916e+06,9.32
311,1.0341,1.0408,1.8916e+06,9.34
312,1.0339,1.0405,1.8916e+06,9.37
313,1.0337,1.0411,1.8916e+06,9.40
314,1.0342,1.0408,1.8916e+06,9.42
315,1.0335,1.0410,1.8916e+06,9.45
316,1.0340,1.0411,1.8916e+06,9.48
317,1.0340,1.0409,1.8916e+06,9.52
318,1.0340,1.0409,1.8916e+06,9.54
319,1.0339,1.0409,1.8916e+06,9.57
320,1.0339,1.0408,1.8916e+06,9.60
321,1.0338,1.0407,1.8916e+06,9.62
322,1.0339,1.0408,1.8916e+06,9.65
323,1.0338,1.0408,1.8916e+06,9.68
324,1.0337,1.0408,1.8916e+06,9.71
325,1.0337,1.0407,1.8916e+06,9.74
326,1.0340,1.0408,1.8916e+06,9.76
327,1.0339,1.0410,1.8916e+06,9.79
328,1.0340,1.0406,1.8916e+06,9.82
329,1.0339,1.0406,1.8916e+06,9.85
330,1.0338,1.0408,1.8916e+06,9.88
331,1.0340,1.0406,1.8916e+06,9.90
332,1.0338,1.0408,1.8916e+06,9.93
333,1.0339,1.0407,1.8916e+06,9.97
334,1.0336,1.0409,1.8916e+06,10.00
335,1.0340,1.0407,1.8916e+06,10.03
336,1.0337,1.0409,1.8916e+06,10.06
337,1.0340,1.0406,1.8916e+06,10.09
338,1.0336,1.0408,1.8916e+06,10.13
339,1.0340,1.0404,1.8916e+06,10.17
340,1.0336,1.0409,1.8916e+06,10.20
341,1.0336,1.0413,1.8916e+06,10.24
342,1.0342,1.0409,1.8916e+06,10.27
343,1.0338,1.0407,1.8916e+06,10.30
344,1.0337,1.0409,1.8916e+06,10.32
345,1.0338,1.0410,1.8916e+06,10.36
346,1.0339,1.0407,1.8916e+06,10.39
347,1.0339,1.0407,1.8916e+06,10.42
348,1.0338,1.0406,1.8916e+06,10.46
349,1.0337,1.0408,1.8916e+06,10.48
350,1.0339,1.0408,1.8916e+06,10.52
351,1.0337,1.0411,1.8916e+06,10.55
352,1.0337,1.0409,1.8916e+06,10.58
353,1.0338,1.0411,1.8916e+06,10.60
354,1.0340,1.0407,1.8916e+06,10.63
355,1.0337,1.0410,1.8916e+06,10.66
356,1.0339,1.0406,1.8916e+06,10.69
357,1.0337,1.0406,1.8916e+06,10.71
358,1.0338,1.0406,1.8916e+06,10.74
359,1.0336,1.0411,1.8916e+06,10.77
360,1.0338,1.0411,1.8916e+06,10.79
361,1.0339,1.0408,1.8916e+06,10.82
362,1.0340,1.0405,1.8916e+06,10.85
363,1.0336,1.0405,1.8916e+06,10.88
364,1.0338,1.0408,1.8916e+06,10.91
365,1.0338,1.0409,1.8916e+06,10.95
366,1.0336,1.0410,1.8916e+06,10.98
367,1.0339,1.0410,1.8916e+06,11.01
368,1.0338,1.0410,1.8916e+06,11.04
369,1.0338,1.0411,1.8916e+06,11.07
370,1.0340,1.0407,1.8916e+06,11.10
371,1.0337,1.0407,1.8916e+06,11.14
372,1.0337,1.0409,1.8916e+06,11.17
373,1.0337,1.0411,1.8916e+06,11.20
374,1.0338,1.0410,1.8916e+06,11.23
375,1.0339,1.0408,1.8916e+06,11.26
376,1.0339,1.0406,1.8916e+06,11.28
377,1.0336,1.0409,1.8916e+06,11.31
378,1.0337,1.0408,1.8916e+06,11.34
379,1.0337,1.0411,1.8916e+06,11.36
380,1.0339,1.0408,1.8916e+06,11.39
381,1.0338,1.0406,1.8916e+06,11.42
382,1.0337,1.0407,1.8916e+06,11.45
383,1.0336,1.0410,1.8916e+06,11.48
384,1.0338,1.0406,1.8916e+06,11.51
385,1.0338,1.0406,1.8916e+06,11.54
386,1.0339,1.0404,1.8916e+06,11.57
387,1.0335,1.0408,1.8916e+06,11.60
388,1.0338,1.0408,1.8916e+06,11.63
389,1.0337,1.0407,1.8916e+06,11.65
390,1.0338,1.0407,1.8916e+06,11.68
391,1.0337,1.0408,1.8916e+06,11.71
392,1.0338,1.0406,1.8916e+06,11.73
393,1.0336,1.0409,1.8916e+06,11.76
394,1.0339,1.0405,1.8916e+06,11.79
395,1.0336,1.0407,1.8916e+06,11.82
396,1.0336,1.0408,1.8916e+06,11.85
397,1.0339,1.0405,1.8916e+06,11.87
398,1.0336,1.0408,1.8916e+06,11.90
399,1.0336,1.0411,1.8916e+06,11.93
400,1.0338,1.0409,1.8916e+06,11.96
401,1.0337,1.0406,1.8916e+06,11.98
402,1.0337,1.0406,1.8916e+06,12.01
403,1.0336,1.0408,1.8916e+06,12.04
404,1.0337,1.0411,1.8916e+06,12.06
405,1.0336,1.0408,1.8916e+06,12.09
406,1.0337,1.0408,1.8916e+06,12.12
407,1.0338,1.0409,1.8916e+06,12.15
408,1.0338,1.0408,1.8916e+06,12.17
409,1.0335,1.0407,1.8916e+06,12.20
410,1.0338,1.0408,1.8916e+06,12.23
411,1.0337,1.0410,1.8916e+06,12.25
412,1.0337,1.0408,1.8916e+06,12.28
413,1.0336,1.0406,1.8916e+06,12.31
414,1.0337,1.0407,1.8916e+06,12.34
415,1.0336,1.0411,1.8916e+06,12.36
416,1.0337,1.0409,1.8916e+06,12.39
417,1.0338,1.0409,1.8916e+06,12.42
418,1.0338,1.0406,1.8916e+06,12.44
419,1.0334,1.0411,1.8916e+06,12.47
420,1.0338,1.0411,1.8916e+06,12.51
421,1.0336,1.0409,1.8916e+06,12.54
422,1.0336,1.0411,1.8916e+06,12.56
423,1.0337,1.0408,1.8916e+06,12.59
424,1.0338,1.0407,1.8916e+06,12.62
425,1.0336,1.0409,1.8916e+06,12.64
426,1.0339,1.0404,1.8916e+06,12.67
427,1.0334,1.0408,1.8916e+06,12.70
428,1.0337,1.0410,1.8916e+06,12.73
429,1.0337,1.0409,1.8916e+06,12.76
430,1.0337,1.0406,1.8916e+06,12.78
431,1.0335,1.0410,1.8916e+06,12.81
432,1.0339,1.0406,1.8916e+06,12.84
433,1.0335,1.0409,1.8916e+06,12.87
434,1.0336,1.0409,1.8916e+06,12.89
435,1.0337,1.0408,1.8916e+06,12.92
436,1.0336,1.0409,1.8916e+06,12.95
437,1.0338,1.0407,1.8916e+06,12.98
438,1.0334,1.0410,1.8916e+06,13.01
439,1.0336,1.0410,1.8916e+06,13.03
440,1.0337,1.0407,1.8916e+06,13.06
441,1.0337,1.0407,1.8916e+06,13.09
442,1.0334,1.0411,1.8916e+06,13.11
443,1.0339,1.0406,1.8916e+06,13.14
444,1.0334,1.0408,1.8916e+06,13.17
445,1.0337,1.0409,1.8916e+06,13.19
446,1.0338,1.0405,1.8916e+06,13.22
447,1.0335,1.0407,1.8916e+06,13.25
448,1.0335,1.0410,1.8916e+06,13.28
449,1.0335,1.0409,1.8916e+06,13.30
450,1.0338,1.0407,1.8916e+06,13.33
451,1.0335,1.0408,1.8916e+06,13.36
452,1.0338,1.0407,1.8916e+06,13.38
453,1.0336,1.0407,1.8916e+06,13.41
454,1.0337,1.0406,1.8916e+06,13.44
455,1.0334,1.0407,1.8916e+06,13.47
456,1.0336,1.0409,1.8916e+06,13.50
457,1.0336,1.0408,1.8916e+06,13.53
458,1.0334,1.0411,1.8916e+06,13.55
459,1.0337,1.0410,1.8916e+06,13.58
460,1.0338,1.0408,1.8916e+06,13.61
461,1.0336,1.0409,1.8916e+06,13.64
462,1.0338,1.0406,1.8916e+06,13.67
463,1.0336,1.0403,1.8916e+06,13.71
464,1.0334,1.0408,1.8916e+06,13.74
465,1.0335,1.0411,1.8916e+06,13.76
466,1.0338,1.0408,1.8916e+06,13.79
467,1.0336,1.0408,1.8916e+06,13.82
468,1.0334,1.0409,1.8916e+06,13.85
469,1.0336,1.0409,1.8916e+06,13.87
470,1.0336,1.0410,1.8916e+06,13.90
471,1.0336,1.0409,1.8916e+06,13.93
472,1.0335,1.0409,1.8916e+06,13.97
473,1.0337,1.0409,1.8916e+06,13.99
474,1.0336,1.0409,1.8916e+06,14.02
475,1.0336,1.0405,1.8916e+06,14.05
476,1.0334,1.0409,1.8916e+06,14.09
477,1.0337,1.0409,1.8916e+06,14.12
478,1.0336,1.0408,1.8916e+06,14.15
479,1.0335,1.0410,1.8916e+06,14.18
480,1.0336,1.0410,1.8916e+06,14.22
481,1.0337,1.0405,1.8916e+06,14.25
482,1.0335,1.0408,1.8916e+06,14.29
483,1.0336,1.0407,1.8916e+06,14.32
484,1.0335,1.0410,1.8916e+06,14.36
485,1.0336,1.0408,1.8916e+06,14.39
486,1.0337,1.0406,1.8916e+06,14.43
487,1.0336,1.0406,1.8916e+06,14.46
488,1.0334,1.0409,1.8916e+06,14.49
489,1.0335,1.0409,1.8916e+06,14.52
490,1.0336,1.0409,1.8916e+06,14.55
491,1.0338,1.0405,1.8916e+06,14.59
492,1.0333,1.0411,1.8916e+06,14.62
493,1.0338,1.0408,1.8916e+06,14.64
494,1.0336,1.0406,1.8916e+06,14.67
495,1.0333,1.0411,1.8916e+06,14.71
496,1.0337,1.0409,1.8916e+06,14.73
497,1.0335,1.0408,1.8916e+06,14.77
498,1.0337,1.0406,1.8916e+06,14.80
499,1.0334,1.0406,1.8916e+06,14.83
