iter,tr_rmse,va_rmse,obj,time
69,0.5975,0.9580,1.6398e+05,3.47
70,0.5970,0.9588,1.6380e+05,3.51
71,0.5966,0.9593,1.6361e+05,3.56
72,0.5962,0.9600,1.6343e+05,3.60
73,0.5957,0.9604,1.6325e+05,3.65
74,0.5953,0.9612,1.6306e+05,3.69
75,0.5951,0.9617,1.6283e+05,3.74
76,0.5947,0.9623,1.6269e+05,3.78
77,0.5943,0.9629,1.6253e+05,3.83
78,0.5939,0.9635,1.6237e+05,3.87
79,0.5936,0.9640,1.6216e+05,3.93
80,0.5932,0.9645,1.6202e+05,3.98
81,0.5928,0.9651,1.6188e+05,4.02
82,0.5924,0.9657,1.6173e+05,4.07
83,0.5922,0.9663,1.6157e+05,4.11
84,0.5918,0.9669,1.6142e+05,4.16
85,0.5915,0.9674,1.6127e+05,4.21
86,0.5912,0.9679,1.6112e+05,4.25
87,0.5909,0.9686,1.6099e+05,4.30
88,0.5906,0.9690,1.6087e+05,4.35
89,0.5901,0.9696,1.6078e+05,4.39
90,0.5899,0.9701,1.6060e+05,4.44
91,0.5897,0.9705,1.6044e+05,4.49
92,0.5894,0.9711,1.6031e+05,4.54
93,0.5891,0.9715,1.6020e+05,4.59
94,0.5888,0.9720,1.6008e+05,4.63
95,0.5886,0.9726,1.5994e+05,4.67
96,0.5883,0.9731,1.5984e+05,4.72
97,0.5881,0.9734,1.5970e+05,4.77
98,0.5877,0.9739,1.5961e+05,4.82
99,0.5875,0.9745,1.5947e+05,4.86
100,0.5872,0.9751,1.5936e+05,4.91
101,0.5869,0.9756,1.5928e+05,4.96
102,0.5868,0.9759,1.5914e+05,5.00
103,0.5866,0.9763,1.5901e+05,5.05
104,0.5863,0.9769,1.5892e+05,5.09
105,0.5861,0.9772,1.5883e+05,5.14
106,0.5858,0.9778,1.5872e+05,5.18
107,0.5856,0.9781,1.5861e+05,5.23
108,0.5854,0.9785,1.5849e+05,5.28
109,0.5852,0.9789,1.5839e+05,5.33
110,0.5850,0.9795,1.5832e+05,5.39
111,0.5847,0.9798,1.5821e+05,5.44
112,0.5845,0.9803,1.5812e+05,5.50
113,0.5843,0.9805,1.5801e+05,5.56
114,0.5840,0.9810,1.5795e+05,5.62
115,0.5839,0.9814,1.5783e+05,5.68
116,0.5837,0.9819,1.5774e+05,5.74
117,0.5835,0.9824,1.5764e+05,5.80
118,0.5833,0.9827,1.5756e+05,5.85
119,0.5831,0.9831,1.5747e+05,5.90
120,0.5829,0.9835,1.5740e+05,5.95
121,0.5827,0.9838,1.5732e+05,6.01
122,0.5825,0.9844,1.5725e+05,6.06
123,0.5823,0.9847,1.5715e+05,6.11
124,0.5822,0.9851,1.5706e+05,6.17
125,0.5820,0.9854,1.5698e+05,6.23
126,0.5817,0.9859,1.5692e+05,6.29
127,0.5816,0.9863,1.5682e+05,6.34
128,0.5814,0.9866,1.5675e+05,6.40
129,0.5813,0.9871,1.5667e+05,6.45
130,0.5811,0.9874,1.5660e+05,6.50
131,0.5809,0.9877,1.5653e+05,6.56
132,0.5808,0.9880,1.5644e+05,6.61
133,0.5806,0.9884,1.5637e+05,6.66
134,0.5804,0.9889,1.5630e+05,6.72
135,0.5802,0.9892,1.5624e+05,6.77
136,0.5801,0.9895,1.5616e+05,6.82
137,0.5799,0.9898,1.5608e+05,6.87
138,0.5798,0.9901,1.5601e+05,6.93
139,0.5797,0.9906,1.5594e+05,6.97
140,0.5794,0.9908,1.5588e+05,7.02
141,0.5793,0.9912,1.5580e+05,7.07
142,0.5792,0.9915,1.5573e+05,7.12
143,0.5790,0.9919,1.5568e+05,7.17
144,0.5789,0.9923,1.5561e+05,7.22
145,0.5787,0.9926,1.5555e+05,7.27
146,0.5786,0.9930,1.5548e+05,7.32
147,0.5784,0.9933,1.5542e+05,7.37
148,0.5783,0.9937,1.5536e+05,7.42
149,0.5781,0.9940,1.5529e+05,7.47
150,0.5780,0.9943,1.5523e+05,7.52
151,0.5779,0.9946,1.5517e+05,7.56
152,0.5778,0.9949,1.5512e+05,7.62
153,0.5776,0.9953,1.5506e+05,7.66
154,0.5775,0.9955,1.5499e+05,7.71
155,0.5774,0.9958,1.5493e+05,7.76
156,0.5772,0.9962,1.5488e+05,7.80
157,0.5771,0.9965,1.5482e+05,7.85
158,0.5770,0.9969,1.5476e+05,7.90
159,0.5768,0.9972,1.5471e+05,7.94
160,0.5767,0.9973,1.5465e+05,7.99
161,0.5766,0.9978,1.5460e+05,8.03
162,0.5764,0.9982,1.5455e+05,8.08
163,0.5763,0.9985,1.5450e+05,8.13
164,0.5762,0.9986,1.5442e+05,8.17
165,0.5761,0.9989,1.5437e+05,8.22
166,0.5759,0.9992,1.5434e+05,8.26
167,0.5758,0.9996,1.5428e+05,8.32
168,0.5758,0.9999,1.5422e+05,8.38
169,0.5756,1.0002,1.5417e+05,8.43
170,0.5755,1.0004,1.5413e+05,8.47
171,0.5754,1.0008,1.5408e+05,8.52
172,0.5753,1.0010,1.5402e+05,8.58
173,0.5751,1.0012,1.5397e+05,8.63
174,0.5750,1.0016,1.5393e+05,8.68
175,0.5749,1.0019,1.5388e+05,8.73
176,0.5748,1.0022,1.5382e+05,8.77
177,0.5747,1.0023,1.5378e+05,8.82
178,0.5746,1.0026,1.5373e+05,8.87
179,0.5745,1.0031,1.5369e+05,8.91
180,0.5744,1.0033,1.5364e+05,8.96
181,0.5743,1.0035,1.5359e+05,9.01
182,0.5742,1.0038,1.5354e+05,9.07
183,0.5740,1.0042,1.5351e+05,9.12
184,0.5740,1.0044,1.5345e+05,9.17
185,0.5738,1.0047,1.5342e+05,9.22
186,0.5738,1.0050,1.5336e+05,9.27
187,0.5736,1.0052,1.5333e+05,9.31
188,0.5736,1.0056,1.5328e+05,9.36
189,0.5735,1.0057,1.5324e+05,9.41
190,0.5734,1.0061,1.5319e+05,9.45
191,0.5732,1.0062,1.5315e+05,9.50
192,0.5731,1.0066,1.5311e+05,9.54
193,0.5731,1.0068,1.5306e+05,9.59
194,0.5729,1.0069,1.5302e+05,9.64
195,0.5728,1.0073,1.5299e+05,9.69
196,0.5727,1.0076,1.5295e+05,9.74
197,0.5727,1.0078,1.5290e+05,9.78
198,0.5725,1.0081,1.5287e+05,9.83
199,0.5725,1.0083,1.5281e+05,9.88
200,0.5724,1.0086,1.5278e+05,9.93
201,0.5722,1.0089,1.5275e+05,9.97
202,0.5722,1.0091,1.5270e+05,10.02
203,0.5721,1.0094,1.5266e+05,10.07
204,0.5721,1.0096,1.5262e+05,10.12
205,0.5720,1.0099,1.5259e+05,10.16
206,0.5718,1.0102,1.5255e+05,10.21
207,0.5718,1.0104,1.5251e+05,10.26
208,0.5716,1.0107,1.5248e+05,10.30
209,0.5716,1.0109,1.5243e+05,10.34
210,0.5715,1.0111,1.5241e+05,10.39
211,0.5714,1.0114,1.5236e+05,10.44
212,0.5713,1.0117,1.5232e+05,10.49
213,0.5712,1.0118,1.5229e+05,10.54
214,0.5711,1.0121,1.5225e+05,10.58
215,0.5711,1.0123,1.5222e+05,10.63
216,0.5709,1.0126,1.5220e+05,10.68
217,0.5709,1.0129,1.5215e+05,10.73
218,0.5708,1.0130,1.5211e+05,10.78
219,0.5708,1.0132,1.5208e+05,10.82
220,0.5707,1.0135,1.5204e+05,10.87
221,0.5706,1.0137,1.5202e+05,10.91
222,0.5705,1.0139,1.5197e+05,10.96
223,0.5704,1.0142,1.5194e+05,11.01
224,0.5703,1.0144,1.5191e+05,11.06
225,0.5703,1.0146,1.5187e+05,11.10
226,0.5702,1.0149,1.5183e+05,11.16
227,0.5701,1.0150,1.5181e+05,11.20
228,0.5701,1.0153,1.5177e+05,11.25
229,0.5700,1.0156,1.5174e+05,11.30
230,0.5699,1.0158,1.5171e+05,11.34
231,0.5699,1.0160,1.5168e+05,11.39
232,0.5697,1.0163,1.5165e+05,11.44
233,0.5697,1.0164,1.5162e+05,11.49
234,0.5696,1.0168,1.5158e+05,11.54
235,0.5695,1.0170,1.5155e+05,11.58
236,0.5694,1.0172,1.5153e+05,11.63
237,0.5694,1.0174,1.5150e+05,11.68
238,0.5693,1.0175,1.5146e+05,11.72
239,0.5692,1.0178,1.5143e+05,11.77
240,0.5691,1.0180,1.5141e+05,11.82
241,0.5691,1.0183,1.5136e+05,11.86
242,0.5690,1.0186,1.5134e+05,11.91
243,0.5690,1.0187,1.5130e+05,11.95
244,0.5689,1.0189,1.5127e+05,11.99
245,0.5689,1.0191,1.5124e+05,12.04
246,0.5688,1.0194,1.5121e+05,12.08
247,0.5687,1.0196,1.5119e+05,12.13
248,0.5686,1.0198,1.5116e+05,12.17
249,0.5685,1.0199,1.5113e+05,12.21
250,0.5685,1.0202,1.5110e+05,12.25
251,0.5684,1.0204,1.5107e+05,12.30
252,0.5684,1.0206,1.5104e+05,12.34
253,0.5683,1.0208,1.5101e+05,12.38
254,0.5683,1.0210,1.5098e+05,12.43
255,0.5682,1.0212,1.5096e+05,12.48
256,0.5681,1.0215,1.5093e+05,12.53
257,0.5680,1.0217,1.5091e+05,12.59
258,0.5679,1.0219,1.5088e+05,12.64
259,0.5679,1.0221,1.5085e+05,12.69
260,0.5678,1.0222,1.5083e+05,12.73
261,0.5677,1.0225,1.5081e+05,12.78
262,0.5677,1.0227,1.5077e+05,12.83
263,0.5677,1.0229,1.5074e+05,12.88
264,0.5676,1.0231,1.5072e+05,12.92
265,0.5675,1.0233,1.5070e+05,12.97
266,0.5675,1.0235,1.5067e+05,13.01
267,0.5674,1.0237,1.5064e+05,13.07
268,0.5673,1.0239,1.5061e+05,13.11
269,0.5673,1.0241,1.5059e+05,13.16
270,0.5672,1.0243,1.5056e+05,13.21
271,0.5671,1.0244,1.5055e+05,13.26
272,0.5671,1.0247,1.5050e+05,13.31
273,0.5670,1.0248,1.5049e+05,13.36
274,0.5670,1.0251,1.5047e+05,13.42
275,0.5669,1.0253,1.5044e+05,13.47
276,0.5669,1.0255,1.5042e+05,13.52
277,0.5668,1.0256,1.5039e+05,13.58
278,0.5668,1.0259,1.5036e+05,13.64
279,0.5667,1.0260,1.5034e+05,13.69
280,0.5666,1.0262,1.5032e+05,13.74
281,0.5666,1.0265,1.5029e+05,13.79
282,0.5665,1.0266,1.5027e+05,13.85
283,0.5665,1.0268,1.5024e+05,13.90
284,0.5664,1.0270,1.5023e+05,13.95
285,0.5663,1.0271,1.5020e+05,14.00
286,0.5663,1.0273,1.5017e+05,14.04
287,0.5662,1.0276,1.5015e+05,14.10
288,0.5662,1.0277,1.5012e+05,14.15
289,0.5661,1.0279,1.5011e+05,14.20
290,0.5660,1.0281,1.5008e+05,14.25
291,0.5660,1.0283,1.5005e+05,14.31
292,0.5660,1.0285,1.5004e+05,14.36
293,0.5659,1.0287,1.5002e+05,14.41
294,0.5659,1.0288,1.4999e+05,14.47
295,0.5658,1.0290,1.4997e+05,14.53
296,0.5658,1.0292,1.4994e+05,14.57
297,0.5657,1.0294,1.4992e+05,14.62
298,0.5657,1.0296,1.4990e+05,14.67
299,0.5656,1.0298,1.4988e+05,14.72
300,0.5656,1.0299,1.4985e+05,14.77
301,0.5655,1.0301,1.4984e+05,14.81
302,0.5654,1.0303,1.4982e+05,14.86
303,0.5654,1.0305,1.4979e+05,14.90
304,0.5654,1.0307,1.4976e+05,14.95
305,0.5653,1.0308,1.4975e+05,14.99
306,0.5652,1.0310,1.4973e+05,15.03
307,0.5652,1.0312,1.4970e+05,15.08
308,0.5652,1.0314,1.4968e+05,15.12
309,0.5651,1.0316,1.4966e+05,15.16
310,0.5650,1.0318,1.4965e+05,15.21
311,0.5650,1.0319,1.4962e+05,15.26
312,0.5649,1.0320,1.4960e+05,15.30
313,0.5649,1.0323,1.4959e+05,15.35
314,0.5648,1.0325,1.4956e+05,15.40
315,0.5648,1.0326,1.4954e+05,15.44
316,0.5648,1.0328,1.4952e+05,15.48
317,0.5647,1.0330,1.4951e+05,15.52
318,0.5646,1.0332,1.4948e+05,15.57
319,0.5646,1.0333,1.4946e+05,15.61
320,0.5646,1.0335,1.4944e+05,15.66
321,0.5645,1.0336,1.4942e+05,15.70
322,0.5645,1.0338,1.4940e+05,15.75
323,0.5644,1.0340,1.4938e+05,15.79
324,0.5643,1.0342,1.4937e+05,15.83
325,0.5643,1.0343,1.4934e+05,15.88
326,0.5643,1.0345,1.4932e+05,15.93
327,0.5642,1.0347,1.4931e+05,15.98
328,0.5642,1.0348,1.4928e+05,16.02
329,0.5641,1.0350,1.4927e+05,16.07
330,0.5641,1.0352,1.4924e+05,16.12
331,0.5640,1.0353,1.4923e+05,16.17
332,0.5640,1.0355,1.4921e+05,16.21
333,0.5640,1.0357,1.4919e+05,16.26
334,0.5639,1.0358,1.4917e+05,16.32
335,0.5639,1.0360,1.4915e+05,16.36
336,0.5638,1.0361,1.4914e+05,16.41
337,0.5638,1.0363,1.4911e+05,16.46
338,0.5637,1.0365,1.4910e+05,16.50
339,0.5637,1.0367,1.4908e+05,16.55
340,0.5636,1.0368,1.4906e+05,16.59
341,0.5636,1.0370,1.4904e+05,16.63
342,0.5636,1.0371,1.4902e+05,16.68
343,0.5635,1.0373,1.4900e+05,16.72
344,0.5635,1.0374,1.4899e+05,16.77
345,0.5634,1.0376,1.4897e+05,16.82
346,0.5634,1.0378,1.4895e+05,16.86
347,0.5633,1.0379,1.4894e+05,16.90
348,0.5633,1.0381,1.4892e+05,16.95
349,0.5633,1.0383,1.4890e+05,17.00
350,0.5633,1.0384,1.4888e+05,17.04
351,0.5632,1.0386,1.4887e+05,17.09
352,0.5631,1.0388,1.4885e+05,17.13
353,0.5630,1.0389,1.4884e+05,17.18
354,0.5630,1.0391,1.4881e+05,17.22
355,0.5630,1.0392,1.4880e+05,17.27
356,0.5630,1.0393,1.4878e+05,17.31
357,0.5629,1.0396,1.4877e+05,17.36
358,0.5629,1.0397,1.4875e+05,17.41
359,0.5629,1.0398,1.4873e+05,17.45
360,0.5628,1.0401,1.4871e+05,17.50
361,0.5628,1.0401,1.4870e+05,17.54
362,0.5627,1.0403,1.4868e+05,17.59
363,0.5627,1.0405,1.4866e+05,17.63
364,0.5626,1.0406,1.4865e+05,17.68
365,0.5626,1.0408,1.4864e+05,17.73
366,0.5626,1.0410,1.4862e+05,17.77
367,0.5625,1.0411,1.4860e+05,17.82
368,0.5625,1.0413,1.4858e+05,17.87
369,0.5624,1.0414,1.4857e+05,17.91
370,0.5624,1.0416,1.4855e+05,17.96
371,0.5624,1.0417,1.4853e+05,18.01
372,0.5624,1.0418,1.4852e+05,18.05
373,0.5623,1.0420,1.4850e+05,18.10
374,0.5623,1.0422,1.4848e+05,18.14
375,0.5622,1.0424,1.4847e+05,18.19
376,0.5622,1.0425,1.4845e+05,18.23
377,0.5622,1.0425,1.4844e+05,18.28
378,0.5621,1.0427,1.4843e+05,18.33
379,0.5621,1.0429,1.4841e+05,18.38
380,0.5621,1.0430,1.4839e+05,18.42
381,0.5620,1.0432,1.4838e+05,18.47
382,0.5620,1.0434,1.4836e+05,18.51
383,0.5619,1.0435,1.4835e+05,18.55
384,0.5619,1.0436,1.4833e+05,18.60
385,0.5619,1.0438,1.4831e+05,18.65
386,0.5618,1.0440,1.4830e+05,18.69
387,0.5618,1.0441,1.4829e+05,18.74
388,0.5618,1.0442,1.4827e+05,18.78
389,0.5617,1.0444,1.4825e+05,18.83
390,0.5617,1.0446,1.4824e+05,18.87
391,0.5617,1.0447,1.4822e+05,18.91
392,0.5616,1.0448,1.4822e+05,18.96
393,0.5616,1.0450,1.4819e+05,19.01
394,0.5616,1.0451,1.4818e+05,19.06
395,0.5615,1.0452,1.4816e+05,19.11
396,0.5615,1.0454,1.4815e+05,19.16
397,0.5614,1.0455,1.4814e+05,19.21
398,0.5614,1.0456,1.4812e+05,19.25
399,0.5614,1.0458,1.4811e+05,19.31
400,0.5613,1.0459,1.4809e+05,19.35
401,0.5613,1.0461,1.4808e+05,19.40
402,0.5612,1.0462,1.4807e+05,19.45
403,0.5612,1.0463,1.4805e+05,19.50
404,0.5612,1.0465,1.4803e+05,19.55
405,0.5611,1.0467,1.4803e+05,19.60
406,0.5611,1.0468,1.4801e+05,19.65
407,0.5611,1.0469,1.4799e+05,19.69
408,0.5611,1.0471,1.4798e+05,19.73
409,0.5610,1.0472,1.4797e+05,19.78
410,0.5610,1.0474,1.4795e+05,19.82
411,0.5610,1.0475,1.4794e+05,19.87
412,0.5609,1.0476,1.4793e+05,19.92
413,0.5609,1.0478,1.4792e+05,19.97
414,0.5609,1.0479,1.4790e+05,20.02
415,0.5608,1.0481,1.4789e+05,20.06
416,0.5608,1.0482,1.4787e+05,20.10
417,0.5608,1.0484,1.4786e+05,20.15
418,0.5607,1.0485,1.4785e+05,20.19
419,0.5607,1.0486,1.4783e+05,20.24
420,0.5607,1.0487,1.4782e+05,20.29
421,0.5606,1.0489,1.4780e+05,20.33
422,0.5606,1.0490,1.4779e+05,20.37
423,0.5606,1.0491,1.4777e+05,20.41
424,0.5606,1.0493,1.4776e+05,20.46
425,0.5605,1.0494,1.4775e+05,20.51
426,0.5605,1.0495,1.4774e+05,20.55
427,0.5604,1.0497,1.4773e+05,20.60
428,0.5604,1.0498,1.4771e+05,20.65
429,0.5604,1.0500,1.4770e+05,20.69
430,0.5603,1.0500,1.4769e+05,20.74
431,0.5603,1.0502,1.4767e+05,20.78
432,0.5603,1.0503,1.4766e+05,20.83
433,0.5602,1.0505,1.4765e+05,20.88
434,0.5603,1.0506,1.4763e+05,20.93
435,0.5602,1.0507,1.4763e+05,20.97
436,0.5602,1.0509,1.4761e+05,21.02
437,0.5602,1.0510,1.4760e+05,21.06
438,0.5601,1.0512,1.4758e+05,21.11
439,0.5601,1.0513,1.4757e+05,21.15
440,0.5600,1.0514,1.4756e+05,21.20
441,0.5600,1.0516,1.4754e+05,21.24
442,0.5600,1.0517,1.4754e+05,21.29
443,0.5599,1.0518,1.4753e+05,21.34
444,0.5599,1.0519,1.4751e+05,21.39
445,0.5599,1.0520,1.4750e+05,21.45
446,0.5599,1.0522,1.4748e+05,21.50
447,0.5599,1.0523,1.4747e+05,21.55
448,0.5598,1.0524,1.4746e+05,21.61
449,0.5598,1.0526,1.4745e+05,21.66
450,0.5597,1.0527,1.4744e+05,21.71
451,0.5597,1.0528,1.4742e+05,21.77
452,0.5597,1.0530,1.4742e+05,21.82
453,0.5597,1.0531,1.4740e+05,21.87
454,0.5596,1.0532,1.4739e+05,21.92
455,0.5596,1.0533,1.4738e+05,21.97
456,0.5596,1.0534,1.4736e+05,22.01
457,0.5595,1.0536,1.4736e+05,22.06
458,0.5595,1.0537,1.4734e+05,22.10
459,0.5595,1.0538,1.4733e+05,22.14
460,0.5594,1.0540,1.4732e+05,22.19
461,0.5594,1.0541,1.4730e+05,22.24
462,0.5594,1.0543,1.4730e+05,22.29
463,0.5594,1.0543,1.4728e+05,22.33
464,0.5593,1.0545,1.4727e+05,22.37
465,0.5593,1.0546,1.4726e+05,22.42
466,0.5593,1.0547,1.4725e+05,22.46
467,0.5592,1.0549,1.4724e+05,22.51
468,0.5592,1.0550,1.4723e+05,22.55
469,0.5592,1.0551,1.4721e+05,22.60
470,0.5592,1.0553,1.4720e+05,22.64
471,0.5591,1.0554,1.4719e+05,22.69
472,0.5591,1.0555,1.4719e+05,22.74
473,0.5591,1.0556,1.4717e+05,22.78
474,0.5591,1.0558,1.4716e+05,22.83
475,0.5590,1.0558,1.4715e+05,22.87
476,0.5590,1.0560,1.4714e+05,22.91
477,0.5590,1.0561,1.4712e+05,22.96
478,0.5590,1.0562,1.4711e+05,23.00
479,0.5589,1.0563,1.4710e+05,23.04
480,0.5589,1.0565,1.4709e+05,23.10
481,0.5588,1.0566,1.4708e+05,23.14
482,0.5589,1.0567,1.4707e+05,23.19
483,0.5588,1.0568,1.4706e+05,23.23
484,0.5588,1.0570,1.4705e+05,23.28
485,0.5588,1.0571,1.4704e+05,23.32
486,0.5587,1.0572,1.4703e+05,23.37
487,0.5587,1.0573,1.4701e+05,23.41
488,0.5587,1.0574,1.4700e+05,23.46
489,0.5587,1.0575,1.4699e+05,23.51
490,0.5586,1.0577,1.4698e+05,23.55
491,0.5586,1.0578,1.4697e+05,23.59
492,0.5586,1.0579,1.4696e+05,23.63
493,0.5585,1.0580,1.4695e+05,23.67
494,0.5585,1.0582,1.4694e+05,23.72
495,0.5585,1.0583,1.4694e+05,23.77
496,0.5585,1.0584,1.4692e+05,23.81
497,0.5585,1.0585,1.4691e+05,23.86
498,0.5584,1.0586,1.4689e+05,23.91
499,0.5584,1.0587,1.4689e+05,23.96
